section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,why
Combined,Set3,Draw1,6,03455899,straight,12.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,55990834,1.0,14.0,straight|cov1|mirror
Combined,Set3,Draw1,7,01557,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,4.0,17055,1.0,7.0,straight|cov1|hp_repeat4|mirror
Combined,Set3,Draw1,7,0557,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,5.0,7055,1.0,3.0,straight|cov1|hp_repeat5|mirror
Combined,Set3,Draw1,7,055799,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,705599,1.0,12.0,straight|cov1|hp_repeat3|mirror
Combined,Set3,Draw1,7,0559,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,5.0,0559,1.0,5.0,straight|cov1|hp_repeat5|mirror
Combined,Set3,Draw1,7,03345599,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,05599334,1.0,14.0,straight|cov1|mirror
Combined,Set3,Draw1,6,01557,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,4.0,17055,1.0,7.0,straight|cov1|hp_repeat4|mirror
Combined,Set3,Draw1,6,0557,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,5.0,7055,1.0,3.0,straight|cov1|hp_repeat5|mirror
Combined,Set3,Draw1,6,055799,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,705599,1.0,12.0,straight|cov1|hp_repeat3|mirror
Combined,Set3,Draw1,6,0559,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,5.0,0559,1.0,5.0,straight|cov1|hp_repeat5|mirror
Combined,Set3,Draw1,5,01557,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,4.0,17055,1.0,7.0,straight|cov1|hp_repeat4|mirror
Combined,Set3,Draw1,5,0557,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,5.0,7055,1.0,3.0,straight|cov1|hp_repeat5|mirror
Combined,Set3,Draw1,5,0559,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,5.0,0559,1.0,5.0,straight|cov1|hp_repeat5|mirror
Combined,Set3,Draw1,4,0157,straight,12.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,4.0,1705,1.0,7.0,straight|cov1|hp_repeat4|mirror|hot1
Combined,Set3,Draw1,4,057,straight,12.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,5.0,705,1.0,3.0,straight|cov1|hp_repeat5|mirror|hot1
Combined,Set3,Draw1,4,055,straight,12.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,5.0,055,1.0,1.0,straight|cov1|hp_repeat5|mirror|hot1
Combined,Set3,Draw1,3,057,straight,12.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,5.0,705,1.0,3.0,straight|cov1|hp_repeat5|mirror|hot1
Combined,Set3,Draw1,3,055,straight,12.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,5.0,055,1.0,1.0,straight|cov1|hp_repeat5|mirror|hot1
Combined,Set3,Draw1,7,33455899,straight,12.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,99833455,1.0,14.0,straight|cov1|mirror
Combined,Set2,Draw1,7,2245599,straight,12.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,5599224,1.0,12.0,straight|cov1|hp_repeat2|mirror
Combined,Set2,Draw1,7,22445599,straight,12.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,55992244,1.0,12.0,straight|cov1|mirror
Combined,Set2,Draw1,7,02244599,straight,12.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,59922440,1.0,12.0,straight|cov1|mirror
Combined,Set2,Draw1,6,2599,straight,12.0,"R2,R6",False,True,False,False,False,False,False,False,False,0,1.0,0.0,2.0,5992,2.0,12.0,straight|cov2|hp_repeat2|vstr2
Combined,Set2,Draw1,6,017,boxed,12.0,"R2,R6,R8",False,False,False,False,False,False,False,False,False,0,3.0,0.0,3.0,017,1.0,7.0,boxed|cov3|hp_repeat3|perm3
Combined,Set2,Draw1,5,2259,boxed,12.0,"R2,R6,R8",False,True,False,False,False,False,False,False,False,0,2.0,0.0,1.0,5922,2.0,12.0,boxed|cov3|vstr2|perm2
Combined,Set2,Draw1,3,579,boxed,12.0,"R2,R4,R8",False,True,False,False,False,False,False,False,False,1,2.0,0.0,1.0,597,2.0,12.0,boxed|cov3|vstr2|hot1|perm2
Combined,Set2,Draw1,7,0225599,straight,12.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,2255990,1.0,12.0,straight|cov1|hp_repeat2|mirror
Combined,Set2,Draw1,7,03455899,straight,12.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,55990834,1.0,14.0,straight|cov1|mirror
Combined,Set2,Draw1,7,03445899,straight,12.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,59908344,1.0,14.0,straight|cov1|mirror
Combined,Set2,Draw1,6,025599,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,2.0,255990,1.0,12.0,boxed|cov2|hp_repeat2|mirror|perm2
Combined,Set2,Draw1,6,02455799,straight,12.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,25599047,1.0,12.0,straight|cov1|mirror
Combined,Set2,Draw1,5,225,straight,12.0,"R4,R8",False,True,False,False,False,False,False,False,False,0,1.0,0.0,3.0,225,2.0,10.0,straight|cov2|hp_repeat3|vstr2
Combined,Set2,Draw1,5,0225579,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,2255907,1.0,12.0,boxed|cov2|mirror|perm2
Combined,Set2,Draw1,5,255,straight,12.0,"R4,R8",False,True,False,False,False,False,False,False,False,0,1.0,0.0,3.0,255,2.0,3.0,straight|cov2|hp_repeat3|vstr2
Combined,Set2,Draw1,5,0559,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,4.0,5590,1.0,5.0,boxed|cov2|hp_repeat4|mirror|perm2
Combined,Set2,Draw1,7,05579,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,4.0,70559,1.0,12.0,straight|cov1|hp_repeat4|mirror
Combined,Set2,Draw1,7,22344,straight,12.0,"R6,R8",False,True,False,False,False,False,False,False,False,0,1.0,0.0,1.0,32244,2.0,30.0,straight|cov2|vstr2
Combined,Set2,Draw1,6,05579,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,4.0,70559,1.0,12.0,straight|cov1|hp_repeat4|mirror
Combined,Set2,Draw1,6,02255799,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,70559922,1.0,12.0,straight|cov1|mirror
Combined,Set2,Draw1,4,0557,straight,12.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,4.0,7055,1.0,3.0,straight|cov1|hp_repeat4|mirror|hot1
Combined,Set2,Draw1,7,22344899,straight,12.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,99832244,1.0,30.0,straight|cov1|mirror
Combined,Set1,Draw1,7,22599,straight,12.0,"R2,R6",False,True,False,False,False,False,False,False,False,0,1.0,0.0,1.0,59922,2.0,12.0,straight|cov2|vstr2
Combined,Set1,Draw1,7,00224599,straight,12.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,59922400,1.0,12.0,straight|cov1|mirror
Combined,Set1,Draw1,7,2249,straight,12.0,"R2,R6",True,True,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9224,2.0,28.0,straight|cov2|vstr2|mirror
Combined,Set1,Draw1,6,2259,boxed,12.0,"R2,R6,R8",False,True,False,False,False,False,False,False,False,0,2.0,0.0,1.0,5922,2.0,12.0,boxed|cov3|vstr2|perm2
Combined,Set1,Draw1,6,0177,boxed,12.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,0,3.0,0.0,2.0,0177,1.0,7.0,boxed|cov3|hp_repeat2|perm3
Combined,Set1,Draw1,6,177,boxed,12.0,"R2,R4,R6",False,True,False,False,False,False,False,False,False,0,2.0,0.0,2.0,177,2.0,20.0,boxed|cov3|hp_repeat2|vstr2|perm2
Combined,Set1,Draw1,4,079,boxed,12.0,"R2,R4,R8",False,True,False,False,False,False,False,False,False,1,2.0,0.0,1.0,907,2.0,12.0,boxed|cov3|vstr2|hot1|perm2
Combined,Set1,Draw1,7,0225599,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,2255990,1.0,12.0,boxed|cov2|mirror|perm2
Combined,Set1,Draw1,7,0025599,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,2559900,1.0,12.0,boxed|cov2|mirror|perm2
Combined,Set1,Draw1,7,00455899,straight,12.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,55990084,1.0,14.0,straight|cov1|mirror
Combined,Set1,Draw1,6,2255,straight,12.0,"R4,R8",False,True,False,False,False,False,False,False,False,0,1.0,0.0,2.0,2255,2.0,10.0,straight|cov2|hp_repeat2|vstr2
Combined,Set1,Draw1,6,0025579,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,2559007,1.0,12.0,boxed|cov2|mirror|perm2
Combined,Set1,Draw1,6,0559,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,4.0,5590,1.0,5.0,boxed|cov2|hp_repeat4|mirror|perm2
Combined,Set1,Draw1,6,00559,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,3.0,55900,1.0,5.0,boxed|cov2|hp_repeat3|mirror|perm2
Combined,Set1,Draw1,7,0015577,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,1770055,1.0,7.0,straight|cov1|hp_repeat2|mirror
Combined,Set1,Draw1,7,005577,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,770055,1.0,3.0,straight|cov1|hp_repeat3|mirror
Combined,Set1,Draw1,7,00557799,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,77005599,1.0,12.0,straight|cov1|mirror
Combined,Set1,Draw1,7,007,straight,12.0,"R6,R8",False,True,False,False,False,False,False,False,False,0,1.0,0.0,3.0,700,2.0,3.0,straight|cov2|hp_repeat3|vstr2
Combined,Set1,Draw1,7,005579,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,700559,1.0,12.0,straight|cov1|hp_repeat3|mirror
Combined,Set1,Draw1,7,00255799,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,70055992,1.0,12.0,straight|cov1|mirror
Combined,Set1,Draw1,6,0015577,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,1770055,1.0,7.0,straight|cov1|hp_repeat2|mirror
Combined,Set1,Draw1,6,005577,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,770055,1.0,3.0,straight|cov1|hp_repeat3|mirror
Combined,Set1,Draw1,5,00577,straight,12.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,3.0,77005,1.0,3.0,straight|cov1|hp_repeat3|mirror|hot1
Combined,Set1,Draw1,5,00557,straight,12.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,3.0,70055,1.0,3.0,straight|cov1|hp_repeat3|mirror|hot1
Combined,Set1,Draw1,5,055,straight,12.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,5.0,055,1.0,1.0,straight|cov1|hp_repeat5|mirror|hot1
Combined,Set1,Draw1,4,055,straight,12.0,R6,True,False,False,False,False,False,False,False,False,1,1.0,0.0,5.0,055,1.0,1.0,straight|cov1|hp_repeat5|mirror|hot1
Combined,Set1,Draw2,6,2559,boxed,12.0,"R2,R4,R6",False,True,False,False,False,False,False,False,False,0,2.0,0.0,1.0,5592,2.0,12.0,boxed|cov3|vstr2|perm2
Combined,Set1,Draw2,6,2259,boxed,12.0,"R2,R6,R8",False,True,False,False,False,False,False,False,False,0,2.0,0.0,1.0,5922,2.0,12.0,boxed|cov3|vstr2|perm2
Combined,Set1,Draw2,6,00112277,straight,12.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,22001177,1.0,7.0,straight|cov1|mirror
Combined,Set1,Draw2,6,01177,boxed,12.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,0,3.0,0.0,1.0,01177,1.0,7.0,boxed|cov3|perm3
Combined,Set1,Draw2,6,1177,boxed,12.0,"R2,R4,R6",False,True,False,False,False,False,False,False,False,0,2.0,0.0,1.0,1177,2.0,17.0,boxed|cov3|vstr2|perm2
Combined,Set1,Draw2,4,01559,boxed,12.0,"R2,R8",True,False,False,False,False,False,False,False,False,1,2.0,0.0,2.0,55901,1.0,9.0,boxed|cov2|hp_repeat2|mirror|hot1|perm2
Combined,Set1,Draw2,6,0025579,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,2559007,1.0,12.0,boxed|cov2|mirror|perm2
Combined,Set1,Draw2,6,005579,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,2.0,559007,1.0,12.0,boxed|cov2|hp_repeat2|mirror|perm2
Combined,Set1,Draw2,6,007,boxed,12.0,"R4,R6,R8",False,True,False,False,False,False,False,False,False,0,2.0,0.0,2.0,700,2.0,3.0,boxed|cov3|hp_repeat2|vstr2|perm2
Combined,Set1,Draw2,5,005579,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,2.0,559007,1.0,12.0,boxed|cov2|hp_repeat2|mirror|perm2
Combined,Set1,Draw2,5,007,boxed,12.0,"R4,R6,R8",False,True,False,False,False,False,False,False,False,0,2.0,0.0,2.0,700,2.0,3.0,boxed|cov3|hp_repeat2|vstr2|perm2
Combined,Set1,Draw2,4,055779,boxed,12.0,"R4,R6",True,False,False,False,False,False,False,False,False,1,2.0,0.0,1.0,559077,1.0,12.0,boxed|cov2|mirror|hot1|perm2
Combined,Set1,Draw2,6,00115577,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,11770055,1.0,7.0,straight|cov1|mirror
Combined,Set1,Draw2,6,0015577,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,1770055,1.0,7.0,straight|cov1|hp_repeat2|mirror
Combined,Set1,Draw2,5,0015577,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,1770055,1.0,7.0,straight|cov1|hp_repeat2|mirror
Combined,Set1,Draw3,5,059,straight,12.0,"R2,R4",True,True,False,False,False,False,False,False,False,0,1.0,0.0,2.0,590,2.0,5.0,straight|cov2|hp_repeat2|vstr2|mirror
Combined,Set1,Draw3,5,0059,straight,12.0,"R2,R4",True,True,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5900,2.0,5.0,straight|cov2|vstr2|mirror
Combined,Set1,Draw3,4,059,straight,12.0,"R2,R4",True,True,False,False,False,False,False,False,False,0,1.0,0.0,2.0,590,2.0,5.0,straight|cov2|hp_repeat2|vstr2|mirror
Combined,Set1,Draw3,3,067,boxed,12.0,"R2,R4,R8",False,True,False,False,False,False,False,False,False,1,2.0,0.0,1.0,067,2.0,7.0,boxed|cov3|vstr2|hot1|perm2
Combined,Set1,Draw3,5,00156677,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,66177005,1.0,7.0,straight|cov1|mirror
Combined,Set1,Draw3,5,00155677,straight,12.0,R6,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,61770055,1.0,7.0,straight|cov1|mirror
Combined,Set1,Draw3,5,077,straight,12.0,"R6,R8",False,True,False,False,False,False,False,False,False,0,1.0,0.0,3.0,770,2.0,10.0,straight|cov2|hp_repeat3|vstr2
Combined,Set1,Draw3,4,077,straight,12.0,"R6,R8",False,True,False,False,False,False,False,False,False,0,1.0,0.0,3.0,770,2.0,10.0,straight|cov2|hp_repeat3|vstr2
Combined,Set1,Draw4,4,338,boxed,12.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,0,2.0,0.0,1.0,833,2.0,32.0,boxed|cov3|vstr2|mirror|perm2
Combined,Set1,Draw4,4,3368,boxed,12.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,0,3.0,0.0,1.0,3386,1.0,23.0,boxed|cov3|mirror|perm3
Combined,Set1,Draw4,2,6778,boxed,12.0,"R2,R6",False,False,False,False,False,False,False,False,False,2,2.0,0.0,3.0,8677,1.0,21.0,boxed|cov2|hp_repeat3|hot2|perm2
Combined,Set1,Draw4,1,3677,boxed,12.0,"R2,R8",False,False,False,False,False,False,False,False,False,2,2.0,0.0,1.0,3677,1.0,21.0,boxed|cov2|hot2|perm2
Combined,Set1,Draw4,2,34778,straight,12.0,R4,True,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,83477,1.0,30.0,straight|cov1|hp_repeat2|mirror|hot2
Combined,Set1,Draw4,2,3477,straight,12.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,4.0,3477,1.0,30.0,straight|cov1|hp_repeat4|hot2
Combined,Set1,Draw4,1,3577,straight,12.0,R6,False,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,7753,1.0,11.0,straight|cov1|hp_repeat2|hot2
Combined,Set1,Draw5,3,0344559,boxed,12.0,"R2,R6",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,5594403,1.0,14.0,boxed|cov2|mirror|perm2
Combined,Set1,Draw5,3,03445589,straight,12.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,55944038,1.0,14.0,straight|cov1|mirror
Combined,Set1,Draw5,3,03445889,straight,12.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,59440388,1.0,14.0,straight|cov1|mirror
Combined,Set1,Draw5,3,688,boxed,12.0,"R2,R4,R6",False,True,False,False,False,False,False,False,False,0,2.0,0.0,2.0,688,2.0,23.0,boxed|cov3|hp_repeat2|vstr2|perm2
Combined,Set1,Draw5,2,34458,straight,12.0,R2,True,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,54438,1.0,14.0,straight|cov1|hp_repeat2|mirror|hot2
Combined,Set1,Draw5,2,344588,straight,12.0,R2,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,544388,1.0,14.0,straight|cov1|mirror|hot2
Combined,Set1,Draw5,2,348,boxed,12.0,"R2,R4",True,False,False,False,False,False,False,False,False,2,2.0,0.0,3.0,438,1.0,33.0,boxed|cov2|hp_repeat3|mirror|hot2|perm2
Combined,Set1,Draw5,2,3488,boxed,12.0,"R2,R4",True,False,False,False,False,False,False,False,False,2,2.0,0.0,2.0,4388,1.0,33.0,boxed|cov2|hp_repeat2|mirror|hot2|perm2
Combined,Set1,Draw5,2,67788,boxed,12.0,"R2,R6",False,False,False,False,False,False,False,False,False,2,2.0,0.0,2.0,88677,1.0,21.0,boxed|cov2|hp_repeat2|hot2|perm2
Combined,Set1,Draw5,1,677,straight,12.0,R2,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,677,1.0,20.0,straight|cov1|hp_repeat3|hot2
Combined,Set1,Draw5,3,344688,boxed,12.0,"R4,R8",True,False,False,False,False,False,False,False,False,0,2.0,0.0,2.0,688344,1.0,24.0,boxed|cov2|hp_repeat2|mirror|perm2
Combined,Set1,Draw5,3,3447788,straight,12.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,8834477,1.0,30.0,straight|cov1|hp_repeat2|mirror
Combined,Set1,Draw5,3,344778,straight,12.0,R4,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,834477,1.0,30.0,straight|cov1|hp_repeat3|mirror
Combined,Set1,Draw5,3,344,straight,12.0,"R4,R6",False,True,False,False,False,False,False,False,False,0,1.0,0.0,3.0,344,2.0,34.0,straight|cov2|hp_repeat3|vstr2
Combined,Set1,Draw5,2,34477,straight,12.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,34477,1.0,30.0,straight|cov1|hp_repeat3|hot2
Combined,Set1,Draw5,1,3568,straight,12.0,R4,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,5683,1.0,8.0,straight|cov1|mirror|hot2
Combined,Set1,Draw5,1,447,straight,12.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,447,1.0,31.0,straight|cov1|hp_repeat3|hot2
Combined,Set1,Draw5,1,477,straight,12.0,R4,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,477,1.0,28.0,straight|cov1|hp_repeat3|hot2
Combined,Set1,Draw5,2,357788,straight,12.0,R6,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,887753,1.0,11.0,straight|cov1|mirror|hot2
Combined,Set1,Draw5,2,35778,straight,12.0,R6,True,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,87753,1.0,11.0,straight|cov1|hp_repeat2|mirror|hot2
Combined,Set1,Draw5,1,5778,straight,12.0,R6,False,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,8775,1.0,11.0,straight|cov1|hp_repeat2|hot2
Combined,Set1,Draw5,1,3577,straight,12.0,R6,False,False,False,False,False,False,False,False,False,2,1.0,0.0,2.0,7753,1.0,11.0,straight|cov1|hp_repeat2|hot2
Combined,Set1,Draw5,2,3468,straight,12.0,R8,True,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,8364,1.0,24.0,straight|cov1|hp_repeat3|mirror|hot2
Combined,Set1,Draw5,1,3778,straight,12.0,R8,True,False,False,False,False,False,False,False,False,2,1.0,0.0,1.0,7783,1.0,29.0,straight|cov1|mirror|hot2
Combined,Set1,Draw5,1,346,straight,12.0,R8,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,364,1.0,24.0,straight|cov1|hp_repeat3|hot2
Combined,Set1,Draw5,1,446,straight,12.0,R8,False,False,False,False,False,False,False,False,False,2,1.0,0.0,3.0,644,1.0,25.0,straight|cov1|hp_repeat3|hot2
Combined,Set1,Draw6,2,1367788,boxed,12.0,"R2,R8",True,False,False,False,False,False,False,False,False,0,2.0,0.0,1.0,1388677,1.0,21.0,boxed|cov2|mirror|perm2
Combined,Set1,Draw6,2,388,boxed,12.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,0,2.0,0.0,1.0,883,2.0,32.0,boxed|cov3|vstr2|mirror|perm2
Combined,Set1,Draw6,2,3688,boxed,12.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,0,3.0,0.0,1.0,3886,1.0,23.0,boxed|cov3|mirror|perm3
Combined,Set1,Draw6,1,3448,boxed,12.0,"R2,R4",True,False,False,False,False,False,False,False,False,1,2.0,0.0,2.0,4438,1.0,33.0,boxed|cov2|hp_repeat2|mirror|hot1|perm2
Combined,Set1,Draw6,1,36778,boxed,12.0,"R2,R8",True,False,False,False,False,False,False,False,False,1,2.0,0.0,1.0,38677,1.0,21.0,boxed|cov2|mirror|hot1|perm2
Combined,Set1,Draw6,1,34478,straight,12.0,R4,True,False,False,False,False,False,False,False,False,1,1.0,0.0,2.0,83447,1.0,30.0,straight|cov1|hp_repeat2|mirror|hot1
Combined,Set1,Draw6,2,12367788,straight,12.0,R8,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,77188362,1.0,21.0,straight|cov1|mirror
Combined,Set1,Draw7,1,3668,boxed,12.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,0,3.0,0.0,1.0,3866,1.0,23.0,boxed|cov3|mirror|perm3
Combined,Set3,Draw1,7,133449,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,944133,1.0,24.0,straight|cov1|hp_repeat2|mirror
Combined,Set3,Draw1,7,133448,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,441338,1.0,24.0,straight|cov1|hp_repeat2|mirror
Combined,Set3,Draw1,7,133488,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,413388,1.0,24.0,straight|cov1|hp_repeat2|mirror
Combined,Set3,Draw1,7,133688,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,133886,1.0,23.0,straight|cov1|hp_repeat2|mirror
Combined,Set3,Draw1,7,1336688,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1338866,1.0,23.0,straight|cov1|mirror
Combined,Set3,Draw1,7,3366788,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,3388667,1.0,21.0,straight|cov1|mirror
Combined,Set3,Draw1,7,668,boxed,11.0,"R2,R4,R6",False,True,False,False,False,False,False,False,False,0,2.0,0.0,1.0,668,2.0,18.0,boxed|cov3|vstr2|perm2
Combined,Set3,Draw1,6,133449,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,944133,1.0,24.0,straight|cov1|hp_repeat2|mirror
Combined,Set3,Draw1,6,133448,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,441338,1.0,24.0,straight|cov1|hp_repeat2|mirror
Combined,Set3,Draw1,6,133488,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,413388,1.0,24.0,straight|cov1|hp_repeat2|mirror
Combined,Set3,Draw1,6,133688,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,133886,1.0,23.0,straight|cov1|hp_repeat2|mirror
Combined,Set3,Draw1,6,1336788,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,1338867,1.0,21.0,straight|cov1|mirror
Combined,Set3,Draw1,6,336788,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,338867,1.0,21.0,straight|cov1|hp_repeat2|mirror
Combined,Set3,Draw1,6,36788,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,38867,1.0,21.0,straight|cov1|hp_repeat3|mirror
Combined,Set3,Draw1,5,3344589,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,5944338,1.0,14.0,straight|cov1|mirror
Combined,Set3,Draw1,5,3344889,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,1.0,9443388,1.0,33.0,straight|cov1|mirror
Combined,Set3,Draw1,5,3348,boxed,11.0,"R2,R4",True,False,False,False,False,False,False,False,False,0,2.0,0.0,3.0,4338,1.0,33.0,boxed|cov2|hp_repeat3|mirror|perm2
Combined,Set3,Draw1,5,336788,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,2.0,338867,1.0,21.0,straight|cov1|hp_repeat2|mirror
Combined,Set3,Draw1,5,36788,straight,11.0,R2,True,False,False,False,False,False,False,False,False,0,1.0,0.0,3.0,38867,1.0,21.0,straight|cov1|hp_repeat3|mirror
Combined,Set3,Draw1,4,344588,straight,11.0,R2,True,False,False,False,False,False,False,False,False,1,1.0,0.0,1.0,544388,1.0,14.0,straight|cov1|mirror|hot1
