Section,Set,Draw,Column,Pattern,Score,dbg_vertical_coverage,dbg_permutation_strength,dbg_vtrac_strength,dbg_mirror_bonus,dbg_straight_bonus,dbg_box_bonus,dbg_length_bonus,dbg_hot_zone_points,dbg_nested_cluster_bonus,dbg_consensus_digit_bonus,dbg_hot_zone_consensus_synergy,dbg_horizontal_persistence,dbg_lingering_bonus,dbg_remaining_3value_bonus,dbg_order_persistence
Midday,Set2,Draw1,4,3347,15,2,2,1,0,0,1,0,0,3,0,0,,4.0,,
Midday,Set1,Draw1,2,33678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw1,4,2334,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Midday,Set1,Draw5,6,225,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Midday,Set1,Draw6,7,33479,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw6,7,2339,15,2,1,1,0,3,1,0,0,3,0,0,,2.0,,
Midday,Set3,Draw1,3,389,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw1,2,03389,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set2,Draw1,3,2334,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Midday,Set1,Draw5,5,335,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Midday,Set2,Draw1,1,23348,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw4,4,347,15,1,1,1,0,0,1,0,0,1,0,0,2.0,4.0,,3.0
Combined,Set1,Draw5,5,0337,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw3,3,2338,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw4,6,339,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Evening,Set1,Draw2,6,239,15,2,2,1,0,0,1,0,0,1,0,0,2.0,4.0,,
Evening,Set1,Draw4,4,33468,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw4,4,15668,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw4,4,339,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Midday,Set1,Draw2,3,188,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Evening,Set1,Draw2,2,001,15,2,1,2,0,3,1,0,0,1,0,0,,,,3.0
Evening,Set1,Draw2,2,0133,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw2,2,1336,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw5,7,223,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Midday,Set1,Draw2,3,3788,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set1,Draw4,4,0225,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw4,6,233,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Evening,Set1,Draw3,3,3389,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw3,4,259,15,2,2,1,0,0,1,0,0,1,0,0,2.0,4.0,,
Evening,Set1,Draw4,7,2249,15,1,1,2,2,0,1,0,0,3,0,0,,4.0,,
Evening,Set1,Draw4,7,2234,15,2,2,1,0,0,1,0,0,3,0,0,,4.0,,
Midday,Set1,Draw4,4,02258,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw4,4,02588,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw3,4,099,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Combined,Set1,Draw3,4,33446,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Combined,Set1,Draw3,4,3344,15,1,1,2,0,0,1,0,0,3,0,0,2.0,4.0,,
Evening,Set1,Draw4,6,33469,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw4,6,339,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw3,4,2233,15,1,1,2,0,0,1,0,0,3,0,0,2.0,4.0,,
Combined,Set1,Draw5,6,0344,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw6,7,02244,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw6,7,02599,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw1,3,233,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Combined,Set2,Draw1,4,2245,15,2,2,1,0,0,1,0,0,3,0,0,,4.0,,
Combined,Set1,Draw4,4,445,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Evening,Set1,Draw2,2,3367,15,2,2,1,0,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw2,2,00569,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw5,6,2339,15,2,1,1,0,3,1,0,0,3,0,0,,2.0,,
Combined,Set1,Draw5,6,22445,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Combined,Set1,Draw3,4,2234,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Combined,Set1,Draw3,4,33699,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Combined,Set1,Draw3,4,22446,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw4,4,2245,15,2,2,1,0,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw6,7,22344,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw6,7,22446,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw6,7,22445,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set3,Draw1,1,23389,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,3,399,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Midday,Set3,Draw1,3,368,15,2,2,2,2,0,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw1,3,2334,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw6,7,03599,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set3,Draw1,1,03368,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set3,Draw1,1,33468,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw5,7,335,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw4,5,00244,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Combined,Set1,Draw4,5,00344,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw3,3,359,15,1,1,1,0,0,1,0,0,1,0,0,2.0,4.0,,3.0
Evening,Set1,Draw3,3,11389,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw3,3,0188,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Combined,Set1,Draw4,6,0344,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw6,7,33459,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw5,6,02337,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw1,2,2334,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Combined,Set1,Draw1,2,3346,15,2,2,1,0,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw1,2,3369,15,2,2,1,0,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw1,2,233,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Combined,Set1,Draw5,6,33447,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw2,3,1388,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw5,5,2445,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw2,2,01677,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw3,5,033,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Midday,Set1,Draw3,7,334,15,2,2,2,0,0,1,0,0,1,0,0,,5.0,,
Evening,Set1,Draw4,5,23366,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw4,5,22366,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw4,5,22466,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw4,4,336,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Combined,Set1,Draw3,7,229,15,2,2,2,0,0,1,0,0,1,0,0,,5.0,,
Combined,Set1,Draw3,7,344,15,2,2,2,0,0,1,0,0,1,0,0,,5.0,,
Combined,Set3,Draw1,1,33678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set3,Draw1,1,02256,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set3,Draw1,1,03568,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,2,55799,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set3,Draw1,2,389,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Combined,Set3,Draw1,1,03357,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set3,Draw1,1,02335,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw1,1,36889,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw1,1,334,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Midday,Set1,Draw5,7,23357,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw5,7,233,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Midday,Set1,Draw5,7,223,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw1,1,15688,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw6,7,22459,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw6,7,22349,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw1,1,339,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Combined,Set1,Draw1,1,233,15,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Combined,Set1,Draw1,1,23368,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw5,7,23347,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw5,7,3377,15,2,2,2,0,0,1,0,0,3,0,0,,3.0,,
Combined,Set3,Draw1,1,02245,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw3,7,23449,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw4,4,2599,15,2,2,1,0,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw5,5,044,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Midday,Set1,Draw3,7,3347,15,2,2,1,0,0,1,0,0,3,0,0,,4.0,,
Combined,Set1,Draw5,5,399,15,2,1,2,0,3,1,0,0,1,0,0,,,,3.0
Midday,Set2,Draw1,2,33599,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw2,2,077,15,2,1,2,0,3,1,0,0,1,0,0,,,,3.0
Evening,Set1,Draw2,2,007,15,2,1,2,0,3,1,0,0,1,0,0,,,,3.0
Evening,Set1,Draw2,2,00579,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw2,4,13378,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set3,Draw1,1,11678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw1,1,3389,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set3,Draw1,1,01157,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,2,3678,15,1,1,1,2,0,1,0,0,3,0,0,2.0,3.0,,
Midday,Set3,Draw1,2,55699,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set3,Draw1,2,3689,15,1,1,1,2,0,1,0,0,3,0,0,2.0,3.0,,
Evening,Set1,Draw7,7,00567,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw7,7,00579,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw7,7,399,15,2,1,2,0,3,1,0,0,1,0,0,,,,3.0
Combined,Set1,Draw4,6,033,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Evening,Set1,Draw3,3,1338,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set1,Draw3,3,1788,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Combined,Set1,Draw4,6,02259,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw4,6,059,15,2,2,2,2,0,1,0,0,1,0,0,,3.0,,
Evening,Set1,Draw3,3,13378,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw3,3,11678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw3,3,01157,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set3,Draw1,3,017,15,2,2,1,0,0,1,0,0,1,0,0,2.0,4.0,,
Evening,Set3,Draw1,3,02479,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw1,1,12249,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw1,1,688,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Combined,Set3,Draw1,1,33478,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set3,Draw1,1,0279,15,1,1,1,2,0,1,0,0,3,0,0,2.0,3.0,,
Evening,Set3,Draw1,2,02244,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set3,Draw1,2,04489,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw6,6,2249,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw3,5,03349,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw3,5,3344,15,1,1,2,0,0,1,0,0,3,0,0,2.0,4.0,,
Combined,Set1,Draw3,5,399,15,2,1,2,0,3,1,0,0,1,0,0,,3.0,,
Evening,Set1,Draw4,5,334,15,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,
Evening,Set1,Draw4,5,3346,15,2,2,1,0,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw5,5,0334,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Combined,Set1,Draw5,5,344,15,1,1,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Midday,Set1,Draw6,6,02249,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set3,Draw1,2,017,15,2,2,1,0,0,1,0,0,1,0,0,2.0,4.0,,
Evening,Set3,Draw1,2,0279,15,1,1,1,2,0,1,0,0,3,0,0,2.0,3.0,,
Evening,Set3,Draw1,2,22489,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set3,Draw1,2,22448,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Combined,Set3,Draw1,2,23357,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,2,34599,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw3,3,059,15,2,2,2,2,0,1,0,0,1,0,0,,,,3.0
Evening,Set1,Draw3,3,03368,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw4,5,00799,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Combined,Set1,Draw4,5,03399,15,1,1,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw1,1,03599,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw1,1,36678,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw1,1,668,15,3,2,2,0,3,1,0,0,1,0,0,,,,
Midday,Set1,Draw1,1,05699,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw6,6,3347,15,1,1,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw6,6,05779,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set3,Draw1,1,04889,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set3,Draw1,1,017,15,2,2,1,0,0,1,0,0,1,0,0,2.0,4.0,,
Combined,Set3,Draw1,1,2335,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw2,2,00359,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw1,1,13389,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw1,1,23389,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw1,1,23348,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw1,2,0013,15,2,1,1,0,3,1,0,0,3,0,0,,2.0,,
Combined,Set3,Draw1,3,2335,15,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set2,Draw1,1,1338,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set2,Draw1,1,3378,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set1,Draw6,6,02599,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw6,6,03349,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set3,Draw1,1,0229,15,2,2,1,0,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set1,Draw6,6,05799,15,1,1,1,2,0,1,2,0,6,0,0,,,,
Evening,Set2,Draw1,1,3389,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set2,Draw1,1,2338,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set2,Draw1,1,0338,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set2,Draw1,1,3348,15,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set3,Draw1,1,389,15,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw6,6,0577,14,1,1,2,2,0,1,0,0,3,0,0,,,,3.0
Midday,Set1,Draw1,1,3668,14,2,2,2,2,0,1,0,0,3,0,0,,,,
Midday,Set1,Draw6,6,477,14,1,1,2,0,0,1,0,0,1,0,0,2.0,2.0,,3.0
Midday,Set1,Draw6,6,334,14,1,1,2,0,0,1,0,0,1,0,0,2.0,2.0,,3.0
Midday,Set1,Draw1,1,0599,14,2,2,2,2,0,1,0,0,3,0,0,,,,
Combined,Set3,Draw1,3,335,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Midday,Set1,Draw4,6,3477,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Midday,Set1,Draw4,6,3347,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Combined,Set1,Draw4,4,299,14,1,1,2,0,0,1,0,0,1,0,0,2.0,2.0,,3.0
Evening,Set1,Draw4,4,359,14,1,1,1,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Midday,Set1,Draw3,5,477,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Midday,Set1,Draw3,5,3477,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Evening,Set2,Draw1,1,1389,14,1,1,1,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set3,Draw1,2,2235,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Combined,Set3,Draw1,2,138,14,1,1,2,2,0,1,0,0,1,0,0,2.0,3.0,,
Combined,Set3,Draw1,2,335,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Combined,Set1,Draw3,4,229,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Combined,Set1,Draw3,4,2299,14,1,1,2,0,0,1,0,0,3,0,0,2.0,3.0,,
Evening,Set1,Draw5,6,339,14,2,1,2,0,3,1,0,0,1,0,0,,2.0,,
Evening,Set1,Draw4,4,2234,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Evening,Set1,Draw4,4,2233,14,1,1,2,0,0,1,0,0,3,0,0,2.0,3.0,,
Midday,Set1,Draw3,5,3347,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Midday,Set1,Draw3,5,334,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Midday,Set1,Draw3,4,037,14,1,1,1,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Combined,Set3,Draw1,1,335,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Midday,Set3,Draw1,2,678,14,2,2,1,0,0,1,0,0,1,0,0,2.0,3.0,,
Evening,Set2,Draw1,1,0389,14,1,1,1,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set3,Draw1,2,2358,14,1,1,1,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set3,Draw1,2,3378,14,2,2,2,2,0,1,0,0,3,0,0,,,,
Evening,Set2,Draw1,2,017,14,2,2,1,0,0,1,0,0,1,0,0,2.0,3.0,,
Evening,Set1,Draw4,4,569,14,1,1,1,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Evening,Set1,Draw4,4,3668,14,2,2,2,2,0,1,0,0,3,0,0,,,,
Evening,Set1,Draw4,4,1338,14,1,1,2,2,0,1,0,0,3,0,0,,,,3.0
Combined,Set1,Draw2,3,233,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Combined,Set1,Draw2,3,3599,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Evening,Set1,Draw5,7,2249,14,1,1,2,2,0,1,0,0,3,0,0,,3.0,,
Midday,Set2,Draw1,1,389,14,1,1,2,2,0,1,0,0,1,0,0,2.0,3.0,,
Combined,Set1,Draw4,4,259,14,1,1,1,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Midday,Set1,Draw3,4,0233,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Combined,Set1,Draw2,3,225,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Combined,Set1,Draw2,3,234,14,1,1,1,0,0,1,0,0,1,0,0,2.0,6.0,,
Combined,Set1,Draw2,3,2599,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Combined,Set1,Draw2,2,226,14,1,1,2,0,0,1,0,0,1,0,0,2.0,2.0,,3.0
Evening,Set1,Draw3,5,3359,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Combined,Set3,Draw1,1,118,14,2,2,2,0,0,1,0,0,1,0,0,2.0,2.0,,
Combined,Set3,Draw1,1,117,14,2,2,2,0,0,1,0,0,1,0,0,2.0,2.0,,
Midday,Set1,Draw6,6,0599,14,2,2,2,2,0,1,0,0,3,0,0,,,,
Midday,Set3,Draw1,1,678,14,2,2,1,0,0,1,0,0,1,0,0,2.0,3.0,,
Combined,Set3,Draw1,1,138,14,1,1,2,2,0,1,0,0,1,0,0,2.0,3.0,,
Combined,Set1,Draw4,4,3447,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Combined,Set1,Draw4,4,009,14,2,2,2,0,0,1,0,0,1,0,0,2.0,2.0,,
Midday,Set1,Draw3,5,3377,14,1,1,2,0,0,1,0,0,3,0,0,2.0,3.0,,
Combined,Set1,Draw2,4,259,14,1,1,1,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Combined,Set1,Draw2,4,225,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Combined,Set1,Draw2,4,234,14,1,1,1,0,0,1,0,0,1,0,0,2.0,6.0,,
Midday,Set1,Draw4,6,3377,14,1,1,2,0,0,1,0,0,3,0,0,2.0,3.0,,
Combined,Set1,Draw2,5,234,14,1,1,1,0,0,1,0,0,1,0,0,2.0,6.0,,
Midday,Set1,Draw4,4,1338,14,1,1,2,2,0,1,0,0,3,0,0,,,,3.0
Midday,Set1,Draw4,4,133,14,1,1,2,0,0,1,0,0,1,0,0,2.0,2.0,,3.0
Combined,Set1,Draw3,4,2339,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Evening,Set2,Draw1,3,013,14,2,1,1,0,3,1,0,0,1,0,0,,3.0,,
Midday,Set1,Draw3,4,477,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Midday,Set1,Draw3,4,3477,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Evening,Set1,Draw3,5,2336,14,2,2,1,0,0,1,0,0,3,0,0,,3.0,,
Evening,Set1,Draw3,5,239,14,1,1,1,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Midday,Set1,Draw3,4,334,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Evening,Set1,Draw3,3,236,14,1,1,1,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Evening,Set1,Draw3,4,2339,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Evening,Set1,Draw3,4,3359,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Evening,Set1,Draw3,4,368,14,2,2,2,2,0,1,0,0,1,0,0,,2.0,,
Midday,Set1,Draw7,7,2249,14,1,1,2,2,0,1,0,0,3,0,0,,,,3.0
Combined,Set1,Draw2,2,699,14,1,1,2,0,0,1,0,0,1,0,0,2.0,2.0,,3.0
Combined,Set1,Draw4,5,003,14,2,1,2,0,3,1,0,0,1,0,0,,2.0,,
Combined,Set1,Draw4,5,0244,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Combined,Set1,Draw3,5,2599,14,2,2,1,0,0,1,0,0,3,0,0,,3.0,,
Combined,Set1,Draw3,4,2445,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Combined,Set1,Draw3,4,223,14,1,1,2,0,0,1,0,0,1,0,0,2.0,5.0,,
Midday,Set1,Draw4,4,3788,14,1,1,2,2,0,1,0,0,3,0,0,,,,3.0
Midday,Set2,Draw1,1,3678,14,1,1,1,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw4,7,369,14,3,3,1,0,0,1,0,0,1,0,0,,2.0,,
Combined,Set1,Draw3,3,226,14,1,1,2,0,0,1,0,0,1,0,0,2.0,2.0,,3.0
Evening,Set1,Draw3,3,256,14,1,1,1,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Evening,Set1,Draw4,4,3389,14,1,1,2,2,0,1,0,0,3,0,0,,,,3.0
Combined,Set1,Draw3,6,3349,14,1,1,2,2,0,1,0,0,3,0,0,,,,3.0
Combined,Set1,Draw3,6,359,14,2,1,1,0,3,1,0,0,1,0,0,,,,3.0
Midday,Set1,Draw4,5,3477,14,1,1,1,0,0,1,0,0,3,0,0,2.0,4.0,,
Evening,Set1,Draw6,6,225,14,1,1,2,0,0,1,0,0,1,0,0,2.0,2.0,,3.0
Evening,Set3,Draw1,1,029,14,2,2,1,0,0,1,0,0,1,0,0,2.0,3.0,,
