section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,cons_stub,hot
Combined,Set1,Draw7,1,34499,straight,8,R6,True,False,False,False,0
Midday,Set3,Draw1,7,168,boxed,7,"R2,R6",True,False,False,False,0
Midday,Set3,Draw1,7,0024,straight,7,R2,False,False,False,False,0
Midday,Set3,Draw1,7,024,straight,7,R2,False,False,False,False,0
Midday,Set3,Draw1,7,6778,straight,7,R2,False,False,False,False,0
Midday,Set3,Draw1,6,068,boxed,7,"R2,R4",False,False,False,False,0
Midday,Set3,Draw1,6,0024,straight,7,R2,False,False,False,False,0
Midday,Set3,Draw1,6,024,straight,7,R2,False,False,False,False,0
Midday,Set3,Draw1,6,678,boxed,7,"R2,R6",False,False,False,False,0
Midday,Set3,Draw1,5,024,straight,7,R2,False,False,False,False,0
Midday,Set3,Draw1,7,0068,straight,7,R4,False,False,False,False,0
Midday,Set3,Draw1,7,478,straight,7,R4,False,False,False,False,0
Midday,Set3,Draw1,7,0069,straight,7,R4,False,False,False,False,0
Midday,Set3,Draw1,7,059,boxed,7,"R4,R6",True,False,False,False,0
Midday,Set3,Draw1,6,0029,boxed,7,"R4,R6",False,False,False,False,0
Midday,Set3,Draw1,6,029,boxed,7,"R4,R6",False,False,False,False,0
Midday,Set3,Draw1,6,478,straight,7,R4,False,False,False,False,0
Midday,Set3,Draw1,6,0069,straight,7,R4,False,False,False,False,0
Midday,Set3,Draw1,5,029,boxed,7,"R4,R6",False,False,False,False,0
Midday,Set3,Draw1,5,478,straight,7,R4,False,False,False,False,0
Midday,Set3,Draw1,5,089,boxed,7,"R4,R8",False,False,False,False,0
Midday,Set3,Draw1,7,0057,straight,7,R6,True,False,False,False,0
Midday,Set3,Draw1,6,0778,straight,7,R6,False,False,False,False,0
Midday,Set3,Draw1,6,00778,straight,7,R6,False,False,False,False,0
Midday,Set2,Draw1,7,677,straight,7,R2,False,False,False,False,0
Midday,Set2,Draw1,7,66778,straight,7,R2,False,False,False,False,0
Midday,Set2,Draw1,6,677,straight,7,R2,False,False,False,False,0
Midday,Set2,Draw1,5,677,straight,7,R2,False,False,False,False,0
Midday,Set2,Draw1,5,1499,straight,7,R2,True,False,False,False,0
Midday,Set2,Draw1,5,167,boxed,7,"R2,R6",True,False,False,False,0
Midday,Set2,Draw1,5,149,straight,7,R2,True,False,False,False,0
Midday,Set2,Draw1,7,4778,straight,7,R4,False,False,False,False,0
Midday,Set2,Draw1,7,099,boxed,7,"R4,R6",False,False,False,False,0
Midday,Set2,Draw1,7,0099,boxed,7,"R4,R6",False,False,False,False,0
Midday,Set2,Draw1,7,00699,straight,7,R4,False,False,False,False,0
Midday,Set2,Draw1,7,00669,straight,7,R4,False,False,False,False,0
Midday,Set2,Draw1,7,00668,straight,7,R4,False,False,False,False,0
Midday,Set2,Draw1,6,4778,straight,7,R4,False,False,False,False,0
Midday,Set2,Draw1,6,099,boxed,7,"R4,R6",False,False,False,False,0
Midday,Set2,Draw1,7,00779,straight,7,R6,False,False,False,False,0
Midday,Set2,Draw1,7,0177,straight,7,R6,False,False,False,False,0
Midday,Set2,Draw1,7,1778,straight,7,R6,False,False,False,False,0
Midday,Set2,Draw1,7,00799,straight,7,R6,False,False,False,False,0
Midday,Set2,Draw1,6,07799,straight,7,R6,False,False,False,False,0
Midday,Set2,Draw1,6,1778,straight,7,R6,False,False,False,False,0
Midday,Set2,Draw1,5,4799,straight,7,R6,True,False,False,False,0
Midday,Set2,Draw1,5,779,straight,7,R6,False,False,False,False,0
Midday,Set2,Draw1,7,1899,straight,7,R8,False,False,False,False,0
Midday,Set2,Draw1,7,0199,straight,7,R8,False,False,False,False,0
Midday,Set2,Draw1,7,6899,straight,7,R8,False,False,False,False,0
Midday,Set2,Draw1,7,00199,straight,7,R8,False,False,False,False,0
Midday,Set2,Draw1,7,199,straight,7,R8,False,False,False,False,0
Midday,Set2,Draw1,7,66899,straight,7,R8,False,False,False,False,0
Midday,Set2,Draw1,6,1899,straight,7,R8,False,False,False,False,0
Midday,Set2,Draw1,6,199,straight,7,R8,False,False,False,False,0
Midday,Set2,Draw1,6,0199,straight,7,R8,False,False,False,False,0
Midday,Set2,Draw1,6,6899,straight,7,R8,False,False,False,False,0
Midday,Set2,Draw1,5,1699,straight,7,R8,True,False,False,False,0
Midday,Set2,Draw1,5,199,straight,7,R8,False,False,False,False,0
Midday,Set2,Draw1,4,179,straight,7,R8,False,False,False,False,1
Midday,Set1,Draw1,7,67788,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw1,7,6778,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw1,6,168,boxed,7,"R2,R6",True,False,False,False,0
Midday,Set1,Draw1,6,1499,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw1,6,6778,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw1,6,149,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw1,7,0299,boxed,7,"R4,R6",False,False,False,False,0
Midday,Set1,Draw1,7,4778,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw1,7,47788,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw1,7,477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw1,6,6899,boxed,7,"R4,R8",False,False,False,False,0
Midday,Set1,Draw1,6,4778,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw1,6,477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw1,7,0177,boxed,7,"R6,R8",False,False,False,False,0
Midday,Set1,Draw1,7,07799,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw1,7,1778,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw1,7,17788,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw1,6,1778,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw1,6,4799,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw1,6,779,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw1,7,1899,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw1,7,18899,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw1,7,68899,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw1,6,1899,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw1,5,179,straight,7,R8,False,False,False,False,1
Midday,Set1,Draw2,6,1344,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw2,6,2499,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw2,6,1244,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw2,5,1344,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw2,5,1244,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw2,4,377,straight,7,R2,False,False,False,False,1
Midday,Set1,Draw2,6,3448,straight,7,R4,True,False,False,False,0
Midday,Set1,Draw2,6,3447,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw2,6,4477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw2,6,477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw2,6,1477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw2,5,4477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw2,5,3447,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw2,5,3449,straight,7,R4,True,False,False,False,0
Midday,Set1,Draw2,5,477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw2,5,1477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw2,6,239,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw2,6,37799,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw2,6,2344,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw2,6,779,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw2,6,234,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw2,5,379,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw2,5,3779,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw2,5,779,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw2,6,3899,straight,7,R8,True,False,False,False,0
Midday,Set1,Draw3,5,3377,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw3,5,11337,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw3,5,11334,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw3,5,11344,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw3,5,249,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw3,5,259,boxed,7,"R2,R4",False,False,False,False,0
Midday,Set1,Draw3,5,11244,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw3,5,2449,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw3,4,249,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw3,4,259,boxed,7,"R2,R4",False,False,False,False,0
Midday,Set1,Draw3,4,3377,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw3,3,459,straight,7,R2,True,False,False,False,1
Midday,Set1,Draw3,3,149,straight,7,R2,True,False,False,False,1
Midday,Set1,Draw3,2,145,straight,7,R2,False,False,False,False,2
Midday,Set1,Draw3,5,33447,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw3,5,1477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw3,5,34477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw3,5,11477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw3,5,14477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw3,4,33477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw3,4,1477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw3,5,579,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw3,5,5779,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw3,5,1577,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw3,5,11577,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw3,4,579,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw3,4,5779,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw3,4,1577,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw3,3,157,straight,7,R6,False,False,False,False,1
Midday,Set1,Draw3,2,357,straight,7,R6,False,False,False,False,2
Midday,Set1,Draw3,5,11779,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw3,5,11339,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw3,5,139,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw3,4,139,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw3,3,179,straight,7,R8,False,False,False,False,1
Midday,Set1,Draw3,3,345,straight,7,R8,False,False,False,False,1
Midday,Set1,Draw4,4,0133,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw4,4,133,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw4,4,2559,boxed,7,"R2,R4",False,False,False,False,0
Midday,Set1,Draw4,4,33677,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw4,3,0133,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw4,3,133,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw4,3,4559,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw4,4,334,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw4,4,33477,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw4,4,0336,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw4,4,059,straight,7,R4,True,False,False,False,0
Midday,Set1,Draw4,3,147,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw4,3,0336,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw4,3,059,straight,7,R4,True,False,False,False,0
Midday,Set1,Draw4,2,556,straight,7,R4,False,False,False,False,2
Midday,Set1,Draw4,4,0577,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw4,4,0177,boxed,7,"R6,R8",False,False,False,False,0
Midday,Set1,Draw4,4,3359,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw4,4,057,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw4,4,055,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw4,4,3559,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw4,4,1677,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw4,3,057,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw4,3,017,boxed,7,"R6,R8",False,False,False,False,0
Midday,Set1,Draw4,3,3559,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw4,3,3359,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw4,3,055,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw4,3,3349,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw4,2,355,straight,7,R6,False,False,False,False,2
Midday,Set1,Draw4,2,557,straight,7,R6,False,False,False,False,2
Midday,Set1,Draw4,2,335,straight,7,R6,False,False,False,False,2
Midday,Set1,Draw4,1,357,straight,7,R6,False,False,False,False,2
Midday,Set1,Draw4,1,345,straight,7,R6,False,False,False,False,2
Midday,Set1,Draw4,4,3369,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw4,4,455,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw4,4,1339,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw4,3,4556,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw4,3,456,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw4,3,3369,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw4,3,346,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw4,3,455,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw4,3,1339,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw5,3,00133,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw5,3,3367,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw5,3,367,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw5,3,0133,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw5,3,2559,boxed,7,"R2,R4",False,False,False,False,0
Midday,Set1,Draw5,3,024,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw5,3,013,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw5,3,147,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw5,3,00336,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw5,3,0336,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw5,3,3347,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw5,3,3346,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw5,3,0059,straight,7,R4,True,False,False,False,0
Midday,Set1,Draw5,3,036,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw5,3,347,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw5,1,346,straight,7,R4,False,False,False,False,2
Midday,Set1,Draw5,3,0055,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw5,3,234,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw5,3,0057,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw5,3,017,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw5,3,055,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw5,3,33559,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw5,3,0017,boxed,7,"R6,R8",False,False,False,False,0
Midday,Set1,Draw5,3,2334,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw5,2,355,straight,7,R6,False,False,False,False,2
Midday,Set1,Draw5,2,335,straight,7,R6,False,False,False,False,2
Midday,Set1,Draw5,1,235,straight,7,R6,False,False,False,False,2
Midday,Set1,Draw5,3,2336,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw5,3,245,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw5,3,2455,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw5,3,246,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw5,3,236,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw6,2,2559,boxed,7,"R2,R4",False,False,False,False,0
Midday,Set1,Draw6,2,249,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw6,2,1336,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw6,2,33667,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw6,2,3667,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw6,1,136,straight,7,R2,True,False,False,False,1
Midday,Set1,Draw6,1,667,straight,7,R2,False,False,False,False,1
Midday,Set1,Draw6,1,024,straight,7,R2,False,False,False,False,1
Midday,Set1,Draw6,1,014,straight,7,R2,False,False,False,False,1
Midday,Set1,Draw6,1,013,straight,7,R2,False,False,False,False,1
Midday,Set1,Draw6,2,03366,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw6,2,0366,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw6,2,059,straight,7,R4,True,False,False,False,0
Midday,Set1,Draw6,2,0669,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw6,2,33466,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw6,1,147,straight,7,R4,False,False,False,False,1
Midday,Set1,Draw6,1,3466,straight,7,R4,False,False,False,False,1
Midday,Set1,Draw6,1,066,straight,7,R4,False,False,False,False,1
Midday,Set1,Draw6,1,347,straight,7,R4,False,False,False,False,1
Midday,Set1,Draw6,1,069,straight,7,R4,False,False,False,False,1
Midday,Set1,Draw6,2,057,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw6,2,017,boxed,7,"R6,R8",False,False,False,False,0
Midday,Set1,Draw6,2,166,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw6,2,167,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw6,2,33559,straight,7,R6,False,False,False,False,0
Midday,Set1,Draw6,2,0557,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw6,1,359,straight,7,R6,False,False,False,False,1
Midday,Set1,Draw6,1,234,straight,7,R6,False,False,False,False,1
Midday,Set1,Draw6,2,33669,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw6,2,2366,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw6,2,2466,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw6,2,23366,straight,7,R8,False,False,False,False,0
Midday,Set1,Draw6,1,245,straight,7,R8,False,False,False,False,1
Midday,Set1,Draw6,1,3669,straight,7,R8,False,False,False,False,1
Midday,Set1,Draw6,1,266,straight,7,R8,False,False,False,False,1
Midday,Set1,Draw6,1,246,straight,7,R8,False,False,False,False,1
Midday,Set1,Draw6,1,019,straight,7,R8,False,False,False,False,1
Midday,Set1,Draw6,1,139,straight,7,R8,False,False,False,False,1
Midday,Set1,Draw7,1,1136,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw7,1,01144,straight,7,R2,False,False,False,False,0
Midday,Set1,Draw7,1,1366,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw7,1,2449,straight,7,R2,True,False,False,False,0
Midday,Set1,Draw7,1,34466,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw7,1,059,boxed,7,"R4,R6",True,False,False,False,0
Midday,Set1,Draw7,1,11447,straight,7,R4,False,False,False,False,0
Midday,Set1,Draw7,1,0117,boxed,7,"R6,R8",False,False,False,False,0
Midday,Set1,Draw7,1,1167,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw7,1,1166,straight,7,R6,True,False,False,False,0
Midday,Set1,Draw7,1,24466,straight,7,R8,False,False,False,False,0
Evening,Set3,Draw1,7,678,boxed,7,"R2,R6",False,False,False,False,0
Evening,Set3,Draw1,7,00334,straight,7,R2,False,False,False,False,0
Evening,Set3,Draw1,7,00224,straight,7,R2,False,False,False,False,0
Evening,Set3,Draw1,7,2249,straight,7,R2,True,False,False,False,0
Evening,Set3,Draw1,7,0338,straight,7,R2,True,False,False,False,0
Evening,Set3,Draw1,6,002,straight,7,R2,False,False,False,False,0
Evening,Set3,Draw1,6,678,boxed,7,"R2,R6",False,False,False,False,0
Evening,Set3,Draw1,5,002,straight,7,R2,False,False,False,False,0
Evening,Set3,Draw1,3,0223,straight,7,R2,False,False,False,False,1
Evening,Set3,Draw1,2,028,straight,7,R2,False,False,False,False,1
Evening,Set3,Draw1,1,028,straight,7,R2,False,False,False,False,1
Evening,Set3,Draw1,7,0068,straight,7,R4,False,False,False,False,0
Evening,Set3,Draw1,7,3348,straight,7,R4,True,False,False,False,0
Evening,Set3,Draw1,7,0069,straight,7,R4,False,False,False,False,0
Evening,Set3,Draw1,6,0068,straight,7,R4,False,False,False,False,0
Evening,Set3,Draw1,6,0069,straight,7,R4,False,False,False,False,0
Evening,Set3,Draw1,5,008,boxed,7,"R4,R6",False,False,False,False,0
Evening,Set3,Draw1,7,0078,straight,7,R6,False,False,False,False,0
Evening,Set3,Draw1,7,00339,straight,7,R6,False,False,False,False,0
Evening,Set3,Draw1,7,22339,straight,7,R6,False,False,False,False,0
Evening,Set3,Draw1,7,22334,straight,7,R6,False,False,False,False,0
Evening,Set3,Draw1,6,0078,straight,7,R6,False,False,False,False,0
Evening,Set3,Draw1,7,2236,straight,7,R8,False,False,False,False,0
Evening,Set3,Draw1,7,3389,straight,7,R8,True,False,False,False,0
Evening,Set3,Draw1,7,22336,straight,7,R8,False,False,False,False,0
Evening,Set3,Draw1,6,2236,straight,7,R8,False,False,False,False,0
Evening,Set3,Draw1,2,228,straight,7,R8,False,False,False,False,1
Evening,Set3,Draw1,2,289,straight,7,R8,False,False,False,False,1
Evening,Set3,Draw1,1,228,straight,7,R8,False,False,False,False,1
Evening,Set3,Draw1,1,289,straight,7,R8,False,False,False,False,1
Evening,Set2,Draw1,7,1388,straight,7,R2,True,False,False,False,0
Evening,Set2,Draw1,7,002,straight,7,R2,False,False,False,False,0
Evening,Set2,Draw1,7,00122,straight,7,R2,False,False,False,False,0
Evening,Set2,Draw1,6,002,straight,7,R2,False,False,False,False,0
Evening,Set2,Draw1,6,0023,straight,7,R2,False,False,False,False,0
Evening,Set2,Draw1,5,002,straight,7,R2,False,False,False,False,0
Evening,Set2,Draw1,5,0023,straight,7,R2,False,False,False,False,0
Evening,Set2,Draw1,4,0223,straight,7,R2,False,False,False,False,1
Evening,Set2,Draw1,7,3788,straight,7,R4,True,False,False,False,0
Evening,Set2,Draw1,7,00688,straight,7,R4,False,False,False,False,0
Evening,Set2,Draw1,6,008,boxed,7,"R4,R6",False,False,False,False,0
Evening,Set2,Draw1,5,008,boxed,7,"R4,R6",False,False,False,False,0
Evening,Set2,Draw1,7,1688,straight,7,R6,True,False,False,False,0
Evening,Set2,Draw1,7,0017,boxed,7,"R6,R8",False,False,False,False,0
Evening,Set2,Draw1,3,228,straight,7,R8,False,False,False,False,1
Evening,Set2,Draw1,2,228,straight,7,R8,False,False,False,False,1
Evening,Set1,Draw1,7,138,boxed,7,"R2,R4",True,False,False,False,0
Evening,Set1,Draw1,7,2599,boxed,7,"R2,R4",False,False,False,False,0
Evening,Set1,Draw1,7,0022,straight,7,R2,False,False,False,False,0
Evening,Set1,Draw1,7,00122,straight,7,R2,False,False,False,False,0
Evening,Set1,Draw1,6,038,straight,7,R2,True,False,False,False,0
Evening,Set1,Draw1,6,0022,straight,7,R2,False,False,False,False,0
Evening,Set1,Draw1,6,0038,straight,7,R2,True,False,False,False,0
Evening,Set1,Draw1,6,00223,straight,7,R2,False,False,False,False,0
Evening,Set1,Draw1,5,0223,straight,7,R2,False,False,False,False,1
Evening,Set1,Draw1,2,029,straight,7,R2,False,False,False,False,2
Evening,Set1,Draw1,7,0099,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw1,7,0088,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw1,7,0089,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw1,6,00299,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw1,6,008,boxed,7,"R4,R6",False,False,False,False,0
Evening,Set1,Draw1,7,0015,straight,7,R6,True,False,False,False,0
Evening,Set1,Draw1,7,399,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw1,7,00188,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw1,7,239,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw1,7,0059,straight,7,R6,True,False,False,False,0
Evening,Set1,Draw1,6,239,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw1,6,00399,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw1,6,0399,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw1,6,399,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw1,7,18899,straight,7,R8,False,False,False,False,0
Evening,Set1,Draw1,7,00199,straight,7,R8,False,False,False,False,0
Evening,Set1,Draw1,4,228,straight,7,R8,False,False,False,False,1
Evening,Set1,Draw2,6,038,straight,7,R2,True,False,False,False,0
Evening,Set1,Draw2,6,0038,straight,7,R2,True,False,False,False,0
Evening,Set1,Draw2,6,00229,straight,7,R2,False,False,False,False,0
Evening,Set1,Draw2,6,00223,straight,7,R2,False,False,False,False,0
Evening,Set1,Draw2,5,038,straight,7,R2,True,False,False,False,0
Evening,Set1,Draw2,2,029,straight,7,R2,False,False,False,False,2
Evening,Set1,Draw2,6,00688,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw2,6,00299,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw2,6,00699,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw2,6,378,straight,7,R4,True,False,False,False,0
Evening,Set1,Draw2,5,378,straight,7,R4,True,False,False,False,0
Evening,Set1,Draw2,5,069,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw2,6,2239,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw2,6,00788,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw2,6,00399,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw2,6,2399,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw2,6,0399,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw2,5,2239,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw2,5,0399,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw2,5,2399,straight,7,R6,False,False,False,False,0
Evening,Set1,Draw2,6,00899,straight,7,R8,False,False,False,False,0
Evening,Set1,Draw2,6,2236,straight,7,R8,False,False,False,False,0
Evening,Set1,Draw2,6,368,straight,7,R8,True,False,False,False,0
Evening,Set1,Draw2,5,368,straight,7,R8,True,False,False,False,0
Evening,Set1,Draw2,5,2236,straight,7,R8,False,False,False,False,0
Evening,Set1,Draw2,4,268,straight,7,R8,False,False,False,False,1
Evening,Set1,Draw2,3,268,straight,7,R8,False,False,False,False,1
Evening,Set1,Draw2,2,288,straight,7,R8,False,False,False,False,2
Evening,Set1,Draw3,5,678,straight,7,R2,False,False,False,False,0
Evening,Set1,Draw3,5,0338,straight,7,R2,True,False,False,False,0
Evening,Set1,Draw3,5,0224,straight,7,R2,False,False,False,False,0
Evening,Set1,Draw3,4,0224,straight,7,R2,False,False,False,False,0
Evening,Set1,Draw3,4,0388,straight,7,R2,True,False,False,False,0
Evening,Set1,Draw3,4,678,straight,7,R2,False,False,False,False,0
Evening,Set1,Draw3,3,0229,straight,7,R2,False,False,False,False,1
Evening,Set1,Draw3,3,028,straight,7,R2,False,False,False,False,1
Evening,Set1,Draw3,3,0228,straight,7,R2,False,False,False,False,1
Evening,Set1,Draw3,2,029,straight,7,R2,False,False,False,False,2
Evening,Set1,Draw3,5,069,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw3,5,068,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw3,5,3348,straight,7,R4,True,False,False,False,0
Evening,Set1,Draw3,4,3488,straight,7,R4,True,False,False,False,0
Evening,Set1,Draw3,4,068,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw3,4,069,straight,7,R4,False,False,False,False,0
Evening,Set1,Draw3,5,23399,straight,7,R6,False,False,False,False,0
