section,set_name,draw_name,column_index,triad,vt_triad,vertical_support,horizontal_span,set_span,variant_echo,has_straight,has_vt_straight,vt_only_lane,col1_arrival,precol1_funnel,ls_col_42,ls2_lane,is_starred,star_count,is_superhot_slot,is_set1,guard_injected,score,reasons
Evening,Set1,Draw1,2,116,22,4,6,3,3,1,1,0,0,1,1,0,1,20,1,1,0,30.95,hot20|superhot_set1|vertical4|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,2,136,224,4,7,3,3,1,1,0,0,1,1,0,1,20,1,1,0,30.95,hot20|superhot_set1|vertical4|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,2,366,24,4,6,3,3,1,1,0,0,1,1,0,1,20,1,1,0,30.95,hot20|superhot_set1|vertical4|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,1,167,223,2,5,3,3,0,1,1,1,0,0,1,1,20,1,1,1,30.95,hot20|superhot_set1|guard_set1|vertical2|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,2,225,13,2,2,3,3,0,1,1,0,1,1,0,1,20,1,1,1,30.45,hot20|superhot_set1|guard_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw1,2,026,123,3,7,3,3,1,1,0,0,1,1,0,1,20,1,1,0,30.35,hot20|superhot_set1|vertical3|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,2,046,125,3,6,3,3,1,1,0,0,1,1,0,1,20,1,1,0,30.35,hot20|superhot_set1|vertical3|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,2,466,25,3,6,3,3,1,1,0,0,1,1,0,1,20,1,1,0,30.35,hot20|superhot_set1|vertical3|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,2,134,245,3,7,3,3,1,1,0,0,1,1,0,1,20,1,1,0,30.35,hot20|superhot_set1|vertical3|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,2,145,125,3,3,3,3,1,1,0,0,1,1,0,1,20,1,1,0,30.35,hot20|superhot_set1|vertical3|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,1,145,125,4,3,3,3,1,0,0,1,0,0,1,1,20,1,1,0,30.1,hot20|superhot_set1|vertical4|col1|ls2_lane|straight_lane|set1_bonus
Midday,Set1,Draw1,6,358,144,4,5,3,3,1,1,0,0,0,0,0,1,20,0,1,0,30.1,hot20|literal_draw|vertical4|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,7,045,115,4,3,3,2,1,1,0,0,0,0,0,1,20,0,1,0,30.1,hot20|literal_draw|vertical4|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,1,179,235,2,7,3,3,0,1,1,1,0,0,1,1,20,1,1,0,29.95,hot20|superhot_set1|vertical2|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,1,189,245,2,7,3,3,0,1,1,1,0,0,1,1,20,1,1,0,29.95,hot20|superhot_set1|vertical2|col1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw1,2,246,235,2,7,3,3,1,1,0,0,1,1,0,1,20,1,1,0,29.75,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,2,024,135,2,7,3,3,1,1,0,0,1,1,0,1,20,1,1,0,29.75,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,2,146,225,2,5,3,3,1,1,0,0,1,1,0,1,20,1,1,0,29.75,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,2,114,25,2,6,3,3,1,1,0,0,1,1,0,1,20,1,1,0,29.75,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,2,115,12,2,5,2,3,1,1,0,0,1,1,0,1,20,1,1,0,29.75,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,2,166,22,2,6,3,3,1,1,0,0,1,1,0,1,20,1,1,0,29.75,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,2,346,245,2,7,3,3,1,1,0,0,1,1,0,1,20,1,1,0,29.75,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,2,029,135,2,2,3,3,1,1,0,0,1,1,0,1,16,1,1,0,29.75,hot16|superhot_set1|literal_draw|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,2,456,125,2,7,3,3,1,1,0,0,1,1,0,1,20,1,1,0,29.75,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,1,077,13,1,3,3,3,1,1,0,1,0,0,1,1,16,1,1,0,29.65,hot16|superhot_set1|literal_draw|vertical1|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,1,126,223,1,6,3,3,1,1,0,1,0,0,1,1,16,1,1,0,29.65,hot16|superhot_set1|literal_draw|vertical1|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,1,126,223,1,5,3,3,1,1,0,1,0,0,1,1,16,1,1,0,29.65,hot16|superhot_set1|literal_draw|vertical1|col1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,2,146,225,2,6,3,3,0,1,1,0,1,1,0,1,20,1,1,0,29.45,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,2,169,225,2,6,3,3,0,1,1,0,1,1,0,1,20,1,1,0,29.45,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,2,116,22,2,6,3,3,0,1,1,0,1,1,0,1,20,1,1,0,29.45,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,2,119,25,2,6,3,3,0,1,1,0,1,1,0,1,20,1,1,0,29.45,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,2,118,24,2,6,3,3,0,1,1,0,1,1,0,1,20,1,1,0,29.45,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,2,168,224,2,7,3,3,0,1,1,0,1,1,0,1,20,1,1,0,29.45,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,2,189,245,2,7,3,3,0,1,1,0,1,1,0,1,20,1,1,0,29.45,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,2,689,245,2,7,3,3,0,1,1,0,1,1,0,1,20,1,1,0,29.45,hot20|superhot_set1|vertical2|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,4,579,135,2,3,3,3,1,1,0,0,0,1,0,1,20,0,1,0,29.4,hot20|literal_draw|vertical2|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,4,008,14,2,4,3,3,1,1,0,0,0,1,0,1,20,0,1,0,29.4,hot20|literal_draw|vertical2|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,2,077,13,1,2,3,3,1,1,0,0,1,1,0,1,16,1,1,0,29.15,hot16|superhot_set1|literal_draw|vertical1|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,2,579,135,1,7,3,3,1,1,0,0,1,1,0,1,16,1,1,0,29.15,hot16|superhot_set1|literal_draw|vertical1|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,3,136,224,4,7,3,3,1,1,0,0,1,0,1,1,20,0,1,0,28.9,hot20|vertical4|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,3,366,24,4,6,3,3,1,1,0,0,1,0,1,1,20,0,1,0,28.9,hot20|vertical4|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,5,348,445,2,5,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.9,hot20|literal_draw|vertical2|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,5,799,35,2,6,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.9,hot20|literal_draw|vertical2|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,6,077,13,2,4,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.9,hot20|literal_draw|vertical2|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,7,003,14,2,2,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.9,hot20|literal_draw|vertical2|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,2,179,235,1,7,3,3,0,1,1,0,1,1,0,1,20,1,1,0,28.85,hot20|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw1,2,157,123,1,7,3,3,0,1,1,0,1,1,0,1,20,1,1,0,28.85,hot20|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw1,2,159,125,1,6,3,3,0,1,1,0,1,1,0,1,20,1,1,0,28.85,hot20|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,2,016,122,1,6,3,3,0,1,1,0,1,1,0,1,20,1,1,0,28.85,hot20|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,2,156,122,1,6,3,3,0,1,1,0,1,1,0,1,20,1,1,0,28.85,hot20|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,2,169,225,1,5,3,3,0,1,1,0,1,1,0,1,20,1,1,0,28.85,hot20|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,2,066,12,1,5,2,3,0,1,1,0,1,1,0,1,20,1,1,0,28.85,hot20|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,2,166,22,1,6,3,3,0,1,1,0,1,1,0,1,20,1,1,0,28.85,hot20|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,2,669,25,1,6,3,3,0,1,1,0,1,1,0,1,20,1,1,0,28.85,hot20|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,2,069,125,1,3,3,3,0,1,1,0,1,1,0,1,20,1,1,0,28.85,hot20|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,2,019,125,1,7,3,3,0,1,1,0,1,1,0,1,20,1,1,0,28.85,hot20|superhot_set1|vertical1|funnel_precol1|ls_col_42|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw1,4,178,234,1,7,3,3,1,1,0,0,0,1,0,1,20,0,1,0,28.8,hot20|literal_draw|vertical1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,3,026,123,3,7,3,3,1,1,0,0,1,0,1,1,20,0,1,0,28.3,hot20|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,3,046,125,3,6,3,3,1,1,0,0,1,0,1,1,20,0,1,0,28.3,hot20|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,114,25,3,6,3,3,1,1,0,0,1,0,1,1,20,0,1,0,28.3,hot20|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,116,22,3,6,3,3,1,1,0,0,1,0,1,1,20,0,1,0,28.3,hot20|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,3,466,25,3,6,3,3,1,1,0,0,1,0,1,1,20,0,1,0,28.3,hot20|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,3,134,245,3,7,3,3,1,1,0,0,1,0,1,1,20,0,1,0,28.3,hot20|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,245,135,3,6,3,3,1,1,0,0,1,0,1,1,20,0,1,0,28.3,hot20|vertical3|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,5,169,225,1,3,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,6,257,133,1,1,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,7,008,14,1,1,3,3,1,1,0,0,0,0,0,1,20,0,1,0,28.3,hot20|literal_draw|vertical1|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,3,246,235,2,7,3,3,1,1,0,0,1,0,1,1,20,0,1,0,27.7,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw1,3,024,135,2,7,3,3,1,1,0,0,1,0,1,1,20,0,1,0,27.7,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,124,235,2,6,3,3,1,1,0,0,1,0,1,1,20,0,1,0,27.7,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,125,123,2,2,2,3,1,1,0,0,1,0,1,1,20,0,1,0,27.7,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,146,225,2,5,3,3,1,1,0,0,1,0,1,1,20,0,1,0,27.7,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,256,123,2,4,3,3,1,1,0,0,1,0,1,1,20,0,1,0,27.7,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,115,12,2,5,2,3,1,1,0,0,1,0,1,1,20,0,1,0,27.7,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,3,166,22,2,6,3,3,1,1,0,0,1,0,1,1,20,0,1,0,27.7,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw1,3,346,245,2,7,3,3,1,1,0,0,1,0,1,1,20,0,1,0,27.7,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,456,125,2,7,3,3,1,1,0,0,1,0,1,1,20,0,1,0,27.7,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set2,Draw1,2,257,133,4,2,3,3,1,1,0,0,1,1,0,1,16,0,0,0,27.45,hot16|literal_draw|vertical4|funnel_precol1|ls_col_42|vt_straight|straight_lane
Midday,Set3,Draw1,2,178,234,4,2,3,3,1,1,0,0,1,1,0,1,16,0,0,0,27.45,hot16|literal_draw|vertical4|funnel_precol1|ls_col_42|vt_straight|straight_lane
Combined,Set1,Draw1,3,146,225,2,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,27.4,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,3,169,225,2,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,27.4,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,3,116,22,2,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,27.4,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,3,119,25,2,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,27.4,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,3,118,24,2,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,27.4,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,3,168,224,2,7,3,3,0,1,1,0,1,0,1,1,20,0,1,0,27.4,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,3,189,245,2,7,3,3,0,1,1,0,1,0,1,1,20,0,1,0,27.4,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Combined,Set1,Draw1,3,689,245,2,7,3,3,0,1,1,0,1,0,1,1,20,0,1,0,27.4,hot20|vertical2|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set2,Draw1,1,579,135,4,2,3,3,1,1,0,1,0,0,0,1,16,0,0,0,27.25,hot16|literal_draw|vertical4|col1|vt_straight|straight_lane
Midday,Set3,Draw1,1,257,133,4,1,3,3,1,1,0,1,0,0,0,1,16,0,0,0,27.25,hot16|literal_draw|vertical4|col1|vt_straight|straight_lane
Evening,Set1,Draw1,3,246,235,1,6,3,3,1,1,0,0,1,0,1,1,20,0,1,0,27.1,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Midday,Set1,Draw2,3,257,133,1,4,3,3,1,1,0,0,1,0,1,1,16,0,1,0,27.1,hot16|literal_draw|vertical1|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw1,3,126,223,1,6,3,3,1,1,0,0,1,0,1,1,20,0,1,0,27.1,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Combined,Set1,Draw2,3,029,135,1,1,3,3,1,1,0,0,1,0,1,1,16,0,1,0,27.1,hot16|literal_draw|vertical1|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,3,799,35,1,4,3,3,1,1,0,0,1,0,1,1,16,0,1,0,27.1,hot16|literal_draw|vertical1|funnel_precol1|ls2_lane|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,2,116,22,4,6,3,3,1,1,0,0,1,1,0,1,16,1,1,0,26.95,hot16|superhot_set1|vertical4|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Evening,Set1,Draw2,2,455,15,4,6,3,3,1,1,0,0,1,1,0,1,16,1,1,0,26.95,hot16|superhot_set1|vertical4|funnel_precol1|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set3,Draw1,3,169,225,4,3,3,3,1,1,0,0,1,0,0,1,16,0,0,0,26.95,hot16|literal_draw|vertical4|funnel_precol1|vt_straight|straight_lane
Combined,Set2,Draw1,2,029,135,3,2,3,3,1,1,0,0,1,1,0,1,16,0,0,0,26.85,hot16|literal_draw|vertical3|funnel_precol1|ls_col_42|vt_straight|straight_lane
Evening,Set3,Draw1,2,008,14,3,1,3,3,1,1,0,0,1,1,0,1,16,0,0,0,26.85,hot16|literal_draw|vertical3|funnel_precol1|ls_col_42|vt_straight|straight_lane
Midday,Set1,Draw1,3,179,235,1,7,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,179,235,1,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw1,3,157,123,1,7,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw1,3,159,125,1,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Midday,Set1,Draw1,3,579,135,1,7,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,016,122,1,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,017,123,1,4,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,067,123,1,2,2,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,156,122,1,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,167,223,1,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,169,225,1,5,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,679,235,1,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,066,12,1,5,2,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,112,23,1,4,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,166,22,1,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,667,23,1,4,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,669,25,1,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,069,125,1,3,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,145,125,1,3,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,079,135,1,6,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Evening,Set1,Draw1,3,019,125,1,7,3,3,0,1,1,0,1,0,1,1,20,0,1,0,26.8,hot20|vertical1|funnel_precol1|ls2_lane|vt_straight|vt_only_lane|set1_bonus
Combined,Set2,Draw1,1,077,13,3,3,3,3,1,1,0,1,0,0,0,1,16,0,0,0,26.65,hot16|literal_draw|vertical3|col1|vt_straight|straight_lane
Combined,Set3,Draw1,1,029,135,3,3,3,3,1,1,0,1,0,0,0,1,16,0,0,0,26.65,hot16|literal_draw|vertical3|col1|vt_straight|straight_lane
Evening,Set1,Draw1,4,599,15,4,4,3,3,1,1,0,0,0,1,0,1,20,0,1,0,26.6,hot20|vertical4|ls_col_42|vt_straight|straight_lane|set1_bonus
Midday,Set2,Draw1,3,178,234,3,3,3,3,1,1,0,0,1,0,0,1,16,0,0,0,26.35,hot16|literal_draw|vertical3|funnel_precol1|vt_straight|straight_lane
Evening,Set3,Draw1,3,348,445,3,2,3,3,1,1,0,0,1,0,0,1,16,0,0,0,26.35,hot16|literal_draw|vertical3|funnel_precol1|vt_straight|straight_lane
