Section,Set,Draw,Column,Pattern,Score,dbg_vertical_coverage,dbg_permutation_strength,dbg_vtrac_strength,dbg_mirror_bonus,dbg_straight_bonus,dbg_box_bonus,dbg_length_bonus,dbg_hot_zone_points,dbg_nested_cluster_bonus,dbg_consensus_digit_bonus,dbg_hot_zone_consensus_synergy,dbg_horizontal_persistence,dbg_lingering_bonus,dbg_remaining_3value_bonus,dbg_order_persistence
Combined,Set1,Draw1,2,1138,19,2,2,2,2,0,1,0,0,3,0,0,2.0,3.0,,
Combined,Set1,Draw4,4,007,19,2,1,2,0,3,1,0,0,1,0,0,2.0,2.0,,3.0
Combined,Set1,Draw4,4,33478,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Evening,Set1,Draw3,7,4478,19,3,3,1,0,0,1,0,0,3,0,0,,5.0,,
Evening,Set1,Draw4,4,11378,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Evening,Set1,Draw4,4,01138,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Combined,Set1,Draw3,3,00368,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Combined,Set1,Draw3,3,001,19,2,1,2,0,3,1,0,0,1,0,0,2.0,2.0,,3.0
Evening,Set1,Draw4,4,34477,19,1,1,1,0,0,1,2,0,6,0,0,2.0,4.0,,
Evening,Set1,Draw4,4,0177,19,2,2,1,0,0,1,0,0,3,0,0,2.0,3.0,,3.0
Combined,Set1,Draw2,2,011,19,2,1,2,0,3,1,0,0,1,0,0,2.0,2.0,,3.0
Combined,Set1,Draw2,2,0348,19,1,1,1,2,0,1,0,0,3,0,0,2.0,4.0,,3.0
Evening,Set1,Draw4,4,177,19,2,2,2,0,0,1,0,0,1,0,0,2.0,4.0,,3.0
Midday,Set1,Draw1,3,11246,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Midday,Set1,Draw3,3,02235,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Combined,Set1,Draw3,5,0038,19,3,2,2,2,3,1,0,0,3,0,0,,,,
Midday,Set2,Draw1,2,1177,19,3,2,2,0,3,1,0,0,3,0,0,,2.0,,
Midday,Set3,Draw1,1,336677,19,1,1,1,0,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw6,6,077,19,2,1,2,0,3,1,0,0,1,0,0,2.0,2.0,,3.0
Evening,Set1,Draw6,6,22388,19,1,1,2,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set1,Draw6,6,23889,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Evening,Set1,Draw6,6,13889,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Combined,Set2,Draw1,1,13388,19,2,2,2,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw1,1,223,19,2,1,2,0,3,1,0,0,1,0,0,2.0,5.0,,
Combined,Set1,Draw4,4,002266,19,1,1,1,0,0,1,4,0,10,0,0,,,,
Combined,Set1,Draw1,1,2244,19,3,1,2,0,6,1,0,0,3,0,0,,,,
Combined,Set1,Draw2,6,022,19,3,2,2,0,3,1,0,0,1,0,0,,4.0,,
Evening,Set1,Draw7,7,334477,19,1,1,1,0,0,1,4,0,10,0,0,,,,
Evening,Set1,Draw6,7,388,19,3,2,2,2,3,1,0,0,1,0,0,,2.0,,
Evening,Set1,Draw6,7,244,19,3,1,2,0,6,1,0,0,1,0,0,,2.0,,
Combined,Set2,Draw1,1,3388,19,3,2,2,2,3,1,0,0,3,0,0,,,,
Combined,Set1,Draw4,4,13368,19,2,2,2,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw2,2,225566,19,1,1,1,0,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw2,2,16678,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Midday,Set2,Draw1,4,117,19,3,2,2,0,3,1,0,0,1,0,0,,4.0,,
Midday,Set1,Draw5,6,3368,19,3,3,2,2,0,1,0,0,3,0,0,,2.0,,
Midday,Set1,Draw5,6,338,19,3,2,2,2,3,1,0,0,1,0,0,,2.0,,
Midday,Set1,Draw5,6,1338,19,3,3,2,2,0,1,0,0,3,0,0,,2.0,,
Combined,Set3,Draw1,3,011,19,2,1,2,0,3,1,0,0,1,0,0,2.0,5.0,,
Combined,Set1,Draw2,3,00224,19,1,1,1,0,0,1,2,0,6,0,0,2.0,4.0,,
Combined,Set1,Draw3,3,368,19,3,3,2,2,0,1,0,0,1,0,0,2.0,2.0,,
Midday,Set1,Draw6,7,224,19,3,1,2,0,6,1,0,0,1,0,0,,2.0,,
Evening,Set3,Draw1,2,00144,19,1,1,1,0,0,1,2,0,6,0,0,2.0,4.0,,
Evening,Set3,Draw1,2,02445,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Midday,Set1,Draw1,1,226,19,2,2,2,0,0,1,0,0,1,0,0,2.0,7.0,,
Evening,Set1,Draw3,5,02477,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Midday,Set1,Draw1,2,244,19,3,1,2,0,6,1,0,0,1,0,0,,2.0,,
Combined,Set1,Draw2,3,2234,19,2,1,1,0,3,1,0,0,3,0,0,2.0,4.0,,
Evening,Set1,Draw3,7,778,19,3,2,2,0,3,1,0,0,1,0,0,,4.0,,
Combined,Set3,Draw1,1,33478,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Midday,Set1,Draw5,5,23368,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Midday,Set1,Draw1,1,114477,19,1,1,1,0,0,1,4,0,10,0,0,,,,
Midday,Set1,Draw1,2,12247,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Midday,Set2,Draw1,4,166,19,3,2,2,2,3,1,0,0,1,0,0,,2.0,,
Midday,Set2,Draw1,4,11246,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Midday,Set2,Draw1,3,12466,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Midday,Set2,Draw1,3,11247,19,1,1,1,2,0,1,2,0,6,0,0,2.0,2.0,,
Combined,Set3,Draw1,4,113,19,2,1,2,0,3,1,0,0,1,0,0,2.0,5.0,,
Combined,Set1,Draw2,3,00117,18,2,2,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw4,4,02245,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set1,Draw3,4,00224,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Combined,Set2,Draw1,4,02237,18,1,1,1,2,0,1,2,0,6,0,0,,3.0,,
Evening,Set3,Draw1,3,00245,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw3,3,02249,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set1,Draw6,7,23449,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw1,4,2238,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Combined,Set1,Draw1,4,12238,18,1,1,1,2,0,1,2,0,6,0,0,,3.0,,
Evening,Set1,Draw3,4,077,18,2,1,2,0,3,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw2,4,225,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Evening,Set1,Draw3,3,4478,18,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,3.0
Evening,Set1,Draw7,7,02449,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set1,Draw6,7,23448,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set1,Draw7,7,03889,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set1,Draw5,6,00138,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set3,Draw1,5,0113,18,2,1,1,0,3,1,0,0,3,0,0,,5.0,,
Midday,Set2,Draw1,1,1138,18,2,2,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw3,4,01368,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw3,4,00138,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,7,23448,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw6,6,22348,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set2,Draw1,1,11244,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set1,Draw1,4,1126,18,2,2,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set2,Draw1,3,001,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw3,6,022,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw3,5,22348,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set2,Draw1,3,1167,18,2,2,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set2,Draw1,2,24466,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Combined,Set3,Draw1,1,1338,18,2,2,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set1,Draw4,4,368,18,3,3,2,2,0,1,0,0,1,0,0,,,,3.0
Combined,Set1,Draw2,2,238,18,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,3.0
Evening,Set1,Draw2,6,02447,18,1,1,1,2,0,1,2,0,6,0,0,,3.0,,
Combined,Set2,Draw1,2,2238,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Combined,Set1,Draw1,3,2238,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set2,Draw1,2,00244,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Evening,Set1,Draw5,5,177,18,2,2,2,0,0,1,0,0,1,0,0,2.0,3.0,,3.0
Midday,Set1,Draw4,5,11236,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set2,Draw1,5,2238,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw6,7,34488,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Midday,Set2,Draw1,4,11466,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Midday,Set2,Draw1,4,11267,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Evening,Set3,Draw1,2,00235,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw5,5,22334,18,2,1,1,0,3,1,2,0,6,0,0,,,,
Evening,Set1,Draw5,5,01138,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set1,Draw5,5,0177,18,2,2,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set3,Draw1,5,11267,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw1,1,22455,18,2,1,1,0,3,1,2,0,6,0,0,,,,
Combined,Set1,Draw2,4,00228,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Evening,Set1,Draw1,2,0018,18,3,2,1,0,3,1,0,0,3,0,0,,2.0,,
Combined,Set1,Draw2,2,0224,18,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,3.0
Combined,Set1,Draw1,5,2234,18,2,1,1,0,3,1,0,0,3,0,0,,5.0,,
Combined,Set1,Draw2,4,001,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Midday,Set1,Draw1,5,126,18,2,2,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Evening,Set3,Draw1,2,00244,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set1,Draw6,6,23368,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set1,Draw5,6,01338,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set2,Draw1,3,138,18,2,2,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Combined,Set2,Draw1,3,011,18,2,1,2,0,3,1,0,0,1,0,0,2.0,4.0,,
Evening,Set2,Draw1,1,22344,18,2,1,1,0,3,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,1,1368,18,2,2,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw4,5,2234,18,2,1,1,0,3,1,0,0,3,0,0,2.0,3.0,,
Combined,Set2,Draw1,4,2238,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw4,6,03448,18,1,1,1,2,0,1,2,0,6,0,0,,3.0,,
Evening,Set1,Draw4,6,23448,18,1,1,1,2,0,1,2,0,6,0,0,,3.0,,
Evening,Set1,Draw4,7,348,18,2,1,2,2,3,1,0,0,1,0,0,,4.0,,
Evening,Set1,Draw4,7,13448,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set2,Draw1,6,223,18,2,1,2,0,3,1,0,0,1,0,0,,6.0,,
Combined,Set1,Draw3,5,00238,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw6,7,37788,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Midday,Set2,Draw1,5,1126,18,2,2,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set2,Draw1,4,11266,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw2,4,0244,18,2,2,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw5,6,14477,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set1,Draw4,7,022,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set2,Draw1,2,011,18,2,1,2,0,3,1,0,0,1,0,0,2.0,4.0,,
Evening,Set2,Draw1,1,01138,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw4,6,0013,18,3,2,1,0,3,1,0,0,3,0,0,,2.0,,
Midday,Set1,Draw4,6,001,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw3,3,11389,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set1,Draw3,3,22349,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set3,Draw1,3,0044,18,2,2,2,0,0,1,0,0,3,0,0,2.0,4.0,,
Combined,Set2,Draw1,5,12238,18,1,1,1,2,0,1,2,0,6,0,0,,3.0,,
Midday,Set1,Draw5,7,12236,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set1,Draw2,6,226,18,2,2,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Midday,Set1,Draw2,5,226,18,2,2,2,0,0,1,0,0,1,0,0,2.0,6.0,,
Evening,Set1,Draw5,6,01388,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw5,6,34477,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set3,Draw1,3,366,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Midday,Set3,Draw1,3,1366,18,2,1,2,2,3,1,0,0,3,0,0,,2.0,,
Combined,Set1,Draw4,4,01338,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Midday,Set2,Draw1,2,11778,18,2,2,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw4,4,02449,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set1,Draw3,5,077,18,2,1,2,0,3,1,0,0,1,0,0,2.0,4.0,,
Evening,Set1,Draw3,6,02778,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw3,6,778,18,2,1,2,0,3,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw1,3,11466,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw1,4,12246,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw1,4,11224,18,2,2,1,0,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw6,6,03368,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set1,Draw2,4,118,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw6,6,3448,18,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw4,5,0022,18,2,1,2,0,3,1,0,0,3,0,0,2.0,2.0,,
Combined,Set2,Draw1,1,011,18,2,1,2,0,3,1,0,0,1,0,0,2.0,4.0,,
Evening,Set1,Draw6,6,2388,18,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw1,1,23668,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Midday,Set1,Draw4,4,01168,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set1,Draw4,4,11348,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set1,Draw4,4,13468,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set1,Draw2,3,11238,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set1,Draw2,3,223,18,2,1,2,0,3,1,0,0,1,0,0,2.0,4.0,,
Combined,Set1,Draw2,3,00223,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Evening,Set1,Draw2,5,0244,18,2,2,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Midday,Set1,Draw1,1,22466,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set1,Draw4,4,22368,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set1,Draw5,6,22388,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Midday,Set3,Draw1,3,1167,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Midday,Set3,Draw1,3,116,18,1,1,2,2,0,1,0,0,1,0,0,2.0,7.0,,
Midday,Set3,Draw1,3,1166,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Midday,Set3,Draw1,3,177,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Combined,Set1,Draw4,5,00378,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw4,6,138,18,2,2,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Evening,Set1,Draw4,5,2344,18,2,1,1,0,3,1,0,0,3,0,0,2.0,3.0,,
Midday,Set1,Draw6,6,00368,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set1,Draw1,1,22344,18,2,1,1,0,3,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,1,11477,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Combined,Set1,Draw7,7,23489,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set2,Draw1,1,22334,18,2,1,1,0,3,1,2,0,6,0,0,,,,
Combined,Set1,Draw3,5,00348,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,1,36677,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Evening,Set1,Draw6,6,22348,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set1,Draw2,4,223,18,2,1,2,0,3,1,0,0,1,0,0,2.0,4.0,,
Combined,Set1,Draw2,4,00223,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Combined,Set1,Draw1,1,2238,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Midday,Set1,Draw1,3,12266,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw1,3,11266,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw1,3,11227,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Combined,Set1,Draw5,7,23478,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw3,3,3478,18,1,1,1,2,0,1,0,0,3,0,0,2.0,3.0,,3.0
Combined,Set1,Draw3,3,01138,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set3,Draw1,2,00115,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw6,7,12236,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set2,Draw1,3,2238,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Midday,Set3,Draw1,2,116,18,1,1,2,2,0,1,0,0,1,0,0,2.0,7.0,,
Midday,Set3,Draw1,2,1166,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Midday,Set3,Draw1,3,1136,18,2,1,2,2,3,1,0,0,3,0,0,,2.0,,
Combined,Set1,Draw1,3,138,18,2,2,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw3,5,011,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Midday,Set3,Draw1,3,11377,18,2,2,1,0,0,1,2,0,6,0,0,,2.0,,
Combined,Set1,Draw1,2,138,18,2,2,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw5,5,33678,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw7,7,34478,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set3,Draw1,1,1167,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Midday,Set3,Draw1,1,116,18,1,1,2,2,0,1,0,0,1,0,0,2.0,7.0,,
Midday,Set3,Draw1,1,1166,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw6,6,0388,18,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set2,Draw1,2,11668,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw6,6,3448,18,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw6,6,3488,18,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw5,7,23488,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Midday,Set3,Draw1,2,1167,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set2,Draw1,1,00144,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Evening,Set2,Draw1,1,00244,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set2,Draw1,1,24466,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set1,Draw3,3,1138,18,2,2,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Evening,Set1,Draw7,7,23344,18,2,1,1,0,3,1,2,0,6,0,0,,,,
Evening,Set1,Draw5,7,23448,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set1,Draw6,6,3788,18,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw6,6,00168,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set1,Draw2,3,04458,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set1,Draw4,4,4477,18,1,1,2,0,0,1,0,0,3,0,0,2.0,4.0,,3.0
Evening,Set1,Draw2,3,2445,18,3,2,1,0,3,1,0,0,3,0,0,,2.0,,
Midday,Set1,Draw2,2,2245,18,2,1,1,0,3,1,0,0,3,0,0,2.0,3.0,,
Midday,Set1,Draw2,2,22455,18,2,1,1,0,3,1,2,0,6,0,0,,,,
Evening,Set1,Draw4,5,138,18,2,2,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Evening,Set1,Draw4,5,01177,18,2,2,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw2,2,0244,18,1,1,1,0,0,1,0,0,3,0,0,2.0,5.0,,3.0
Combined,Set3,Draw1,2,0117,18,2,2,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set3,Draw1,4,0144,18,2,2,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set3,Draw1,4,0014,18,3,3,1,0,0,1,0,0,3,0,0,,4.0,,
Midday,Set2,Draw1,2,11244,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set1,Draw2,2,1178,18,2,2,1,0,0,1,0,0,3,0,0,2.0,2.0,,3.0
Evening,Set1,Draw5,7,177,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Evening,Set1,Draw5,7,34478,18,1,1,1,2,0,1,2,0,6,0,0,,3.0,,
Midday,Set3,Draw1,2,11477,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Evening,Set1,Draw5,7,17788,18,2,2,1,0,0,1,2,0,6,0,0,,2.0,,
Evening,Set1,Draw7,7,13889,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set3,Draw1,2,36677,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Midday,Set1,Draw5,5,1338,18,2,2,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw1,2,2238,18,1,1,2,2,0,1,0,0,3,0,0,2.0,5.0,,
Evening,Set1,Draw5,7,12388,18,1,1,1,2,0,1,2,0,6,0,0,,3.0,,
Midday,Set1,Draw1,2,1167,18,2,2,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Midday,Set3,Draw1,2,136,18,2,1,2,2,3,1,0,0,1,0,0,2.0,2.0,,
Midday,Set1,Draw3,3,1368,18,2,2,2,2,0,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw2,2,0011,18,2,1,2,0,3,1,0,0,3,0,0,2.0,2.0,,
Combined,Set1,Draw2,2,348,18,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,3.0
Combined,Set1,Draw2,2,038,18,1,1,2,2,0,1,0,0,1,0,0,2.0,4.0,,3.0
Midday,Set1,Draw3,5,113,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Evening,Set3,Draw1,6,014,18,3,3,1,0,0,1,0,0,1,0,0,2.0,4.0,,
Evening,Set3,Draw1,5,014,18,3,3,1,0,0,1,0,0,1,0,0,2.0,4.0,,
Combined,Set1,Draw2,2,1138,18,1,1,2,2,0,1,0,0,3,0,0,2.0,2.0,,3.0
Midday,Set1,Draw4,4,12368,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Midday,Set1,Draw4,4,02235,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Evening,Set1,Draw2,2,448,18,1,1,2,0,0,1,0,0,1,0,0,2.0,6.0,,3.0
Evening,Set1,Draw2,2,00259,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw4,4,2344,18,2,1,1,0,3,1,0,0,3,0,0,2.0,3.0,,
Evening,Set3,Draw1,1,00244,18,1,1,1,0,0,1,2,0,6,0,0,2.0,3.0,,
Combined,Set2,Draw1,4,138,18,2,2,2,2,0,1,0,0,1,0,0,2.0,4.0,,
Midday,Set1,Draw3,7,126,18,4,4,2,2,0,1,0,0,1,0,0,,,,
Combined,Set3,Draw1,3,0117,18,2,2,1,0,0,1,0,0,3,0,0,2.0,5.0,,
Midday,Set1,Draw1,3,11267,18,1,1,2,2,0,1,2,0,6,0,0,,2.0,,
Midday,Set1,Draw1,3,117,18,3,2,2,0,3,1,0,0,1,0,0,,3.0,,
Evening,Set1,Draw3,3,16778,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Evening,Set1,Draw3,3,02459,18,1,1,1,2,0,1,2,0,6,0,0,,,,3.0
Combined,Set1,Draw5,6,02378,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set1,Draw5,6,02238,18,2,2,1,2,0,1,2,0,6,0,0,,,,
Combined,Set3,Draw1,4,0117,18,2,2,1,0,0,1,0,0,3,0,0,2.0,5.0,,
