section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,3688,23.0,31.5,21.5,1,4,1,2,3,0,0,0,0,7,boxed|cov3|hp_repeat3|mirror|hot2|perm3|hidden3v|draw_chain4;boxed|cov3|hp_repeat2|mirror|hot1|dom_last|perm3|hidden3v|draw_chain4,draw_chain4|col1x3|hot1x1|hot2x2
Combined,245,12.0,31.5,20.0,3,4,4,0,1,0,0,1,0,15,boxed|cov3|hp_repeat5|vstr2|hot1|perm2|set_chain3;boxed|cov3|hp_repeat5|vstr2|hot1|perm2|set_chain3,set_chain3|draw_chain4|col1x1|hot1x4|vstrx1
Combined,028,11.0,31.5,20.0,1,3,1,4,0,0,0,2,0,5,boxed|cov4|hp_repeat3|vstr2|hot2|perm3|draw_chain3;boxed|cov3|hp_repeat3|hot2|perm3|draw_chain3,draw_chain3|hot1x1|hot2x4|vstrx2
Combined,34688,24.0,31.5,19.0,1,4,1,2,3,0,0,5,0,7,boxed|cov2|hp_repeat3|mirror|hot2|perm2|draw_chain4;straight|cov1|hp_repeat3|mirror|hot2|vtrac_straight|draw_chain4,draw_chain4|col1x3|hot1x1|hot2x2|vstrx5
Combined,368,23.0,31.5,18.5,1,4,1,2,3,0,0,6,0,7,straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain4;straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|col1x3|hot1x1|hot2x2|vstrx6
Combined,889,33.0,31.5,16.5,1,3,1,2,3,0,0,5,6,6,boxed|cov2|hp_repeat3|hot2|perm2|hidden3v|double_mirror|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx5|dblmirrorx6
Combined,255,3.0,31.0,20.0,3,2,1,0,0,0,0,0,10,10,boxed|cov3|hp_repeat4|vstr2|hot1|perm2|double_mirror|set_chain3;boxed|cov3|hp_repeat3|vstr2|perm2|double_mirror|set_chain3,set_chain3|draw_chain2|hot1x1|dblmirrorx10
Combined,3488,33.0,31.0,18.5,1,4,1,2,3,0,0,5,0,7,boxed|cov2|hp_repeat3|mirror|hot2|perm2|hidden3v|draw_chain4;straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|col1x3|hot1x1|hot2x2|vstrx5
Combined,4688,24.0,30.5,24.0,1,1,0,2,1,0,0,2,0,3,boxed|cov4|hp_repeat3|vstr2|hot2|dom_last|perm3;straight|cov1|hp_repeat3|hot2|vtrac_straight,draw_chain1|col1x1|hot2x2|vstrx2
Combined,0245,12.0,30.5,21.0,3,3,4,0,0,0,0,0,0,7,boxed|cov4|hp_repeat2|mirror|hot1|perm4|set_chain3;boxed|cov3|hp_repeat2|mirror|hot1|perm3|set_chain3,set_chain3|draw_chain3|hot1x4
Combined,23688,21.0,30.5,19.5,1,3,1,2,2,0,0,5,0,6,straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x2|hot1x1|hot2x2|vstrx5
Combined,0688,8.0,30.5,19.0,1,4,1,2,2,0,0,5,0,8,boxed|cov3|hp_repeat3|vstr2|hot2|perm2|draw_chain4;straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain4,draw_chain4|col1x2|hot1x1|hot2x2|vstrx5
Combined,014,9.0,30.5,17.0,2,5,7,0,0,0,0,4,0,15,straight|cov1|hp_repeat3|hot1|vtrac_straight|set_chain2|draw_chain5;straight|cov1|hp_repeat3|hot1|vtrac_straight|set_chain2|draw_chain5,set_chain2|draw_chain5|hot1x7|vstrx4
Combined,268,21.0,30.5,15.5,1,4,4,3,0,0,0,6,0,11,straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain4;straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|hot1x4|hot2x3|vstrx6
Combined,2368,21.0,29.5,18.5,1,3,1,2,2,0,0,5,0,6,straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x2|hot1x1|hot2x2|vstrx5
Combined,3889,33.0,29.5,17.5,1,3,1,2,3,0,0,5,0,6,boxed|cov2|hp_repeat3|mirror|hot2|perm2|hidden3v|draw_chain3;straight|cov1|hp_repeat3|mirror|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x2|vstrx5
Combined,018,8.0,29.0,20.0,2,4,4,0,0,0,0,2,0,8,boxed|cov3|hp_repeat4|vstr2|hot1|perm2|set_chain2|draw_chain4;boxed|cov3|hp_repeat4|vstr2|hot1|perm2|set_chain2|draw_chain4,set_chain2|draw_chain4|hot1x4|vstrx2
Combined,223,27.0,28.5,17.0,3,2,0,1,0,0,0,3,6,6,straight|cov1|hp_repeat2|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain2;straight|cov2|hp_repeat2|vstr2|double_mirror|set_chain3,set_chain3|draw_chain2|hot2x1|vstrx3|dblmirrorx6
Combined,044,15.0,28.5,16.5,1,4,3,0,0,0,0,4,10,10,straight|cov1|hp_repeat4|hot1|hidden3v|double_mirror|vtrac_straight|draw_chain4;straight|cov1|hp_repeat3|hot1|hidden3v|double_mirror|vtrac_straight|draw_chain4,draw_chain4|hot1x3|vstrx4|dblmirrorx10
Combined,004,5.0,28.5,16.0,3,3,1,0,0,0,0,1,11,11,boxed|cov2|hp_repeat4|hot1|perm2|double_mirror|set_chain3;boxed|cov2|hp_repeat4|perm2|double_mirror|set_chain3,set_chain3|draw_chain3|hot1x1|vstrx1|dblmirrorx11
Combined,055,1.0,28.0,17.0,3,2,1,0,0,0,0,0,10,10,boxed|cov2|hp_repeat4|mirror|hot1|perm2|double_mirror|set_chain3;straight|cov1|hp_repeat4|mirror|double_mirror|set_chain3,set_chain3|draw_chain2|hot1x1|dblmirrorx10
Combined,005,1.0,28.0,17.0,3,2,1,0,0,0,0,0,10,10,boxed|cov2|hp_repeat4|mirror|hot1|perm2|double_mirror|set_chain3;straight|cov1|hp_repeat4|mirror|double_mirror|set_chain3,set_chain3|draw_chain2|hot1x1|dblmirrorx10
Combined,22349,30.0,27.5,19.0,3,2,0,1,0,0,0,3,0,5,straight|cov1|hp_repeat2|mirror|hot2|vtrac_straight|set_chain3|draw_chain2;straight|cov2|vstr2|mirror|set_chain3,set_chain3|draw_chain2|hot2x1|vstrx3
Combined,236,21.0,27.5,16.5,1,3,1,2,2,0,0,5,0,6,straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x2|hot1x1|hot2x2|vstrx5
Combined,026,7.0,27.5,14.0,1,3,3,3,0,0,0,6,0,9,straight|cov1|hp_repeat3|hot2|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|hot2|vtrac_straight|draw_chain3,draw_chain3|hot1x3|hot2x3|vstrx6
Combined,599,15.0,27.0,23.5,1,2,0,0,1,0,0,1,2,2,straight|cov3|vstr2|vstr3|single_left|hidden3v|double_mirror|vtrac_straight;straight|cov3|vstr2|vstr3|single_left|hidden3v|double_mirror,draw_chain2|col1x1|vstrx1|dblmirrorx2
Combined,009,5.0,27.0,17.0,3,3,0,0,0,0,0,0,9,9,boxed|cov3|vstr2|perm2|double_mirror|set_chain3|draw_chain2;boxed|cov2|hp_repeat3|perm2|double_mirror|set_chain3,set_chain3|draw_chain3|dblmirrorx9
Combined,488,33.0,26.5,18.5,1,1,0,2,1,0,0,2,3,3,boxed|cov3|hp_repeat3|vstr2|hot2|perm2|hidden3v|double_mirror;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight,draw_chain1|col1x1|hot2x2|vstrx2|dblmirrorx3
Combined,02249,12.0,26.5,18.0,3,3,0,1,0,0,0,2,0,8,straight|cov1|mirror|hot2|vtrac_straight|set_chain3|draw_chain2;boxed|cov2|hp_repeat3|mirror|perm2|set_chain3,set_chain3|draw_chain3|hot2x1|vstrx2
Combined,0348,14.0,26.5,16.5,2,3,1,1,2,0,0,3,0,4,straight|cov1|mirror|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain3;straight|cov1|mirror|hot1|hidden3v|vtrac_straight|set_chain2|draw_chain3,set_chain2|draw_chain3|col1x2|hot1x1|hot2x1|vstrx3
Combined,038,13.0,26.5,16.0,2,3,1,1,2,0,0,4,0,5,straight|cov1|hp_repeat2|mirror|hot1|vtrac_straight|set_chain2|draw_chain3;straight|cov1|mirror|hot2|vtrac_straight|set_chain2|draw_chain3,set_chain2|draw_chain3|col1x2|hot1x1|hot2x1|vstrx4
Combined,455,5.0,26.0,15.0,3,2,1,0,0,0,0,0,10,10,straight|cov1|hp_repeat4|hot1|double_mirror|set_chain3;straight|cov1|hp_repeat4|double_mirror|set_chain3,set_chain3|draw_chain2|hot1x1|dblmirrorx10
Combined,048,14.0,26.0,13.5,1,4,1,4,0,0,0,3,0,5,boxed|cov2|hp_repeat2|hot2|perm2|hidden3v|draw_chain4;straight|cov1|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|hot1x1|hot2x4|vstrx3
Combined,2455,12.0,25.5,20.0,3,1,1,0,0,0,0,0,0,9,boxed|cov3|hp_repeat4|vstr2|hot1|perm2|set_chain3;boxed|cov3|hp_repeat3|vstr2|perm2|set_chain3,set_chain3|draw_chain1|hot1x1
Combined,2239,30.0,25.5,17.0,3,2,0,1,0,0,0,3,0,5,straight|cov1|hp_repeat2|hot2|vtrac_straight|set_chain3|draw_chain2;straight|cov2|vstr2|set_chain3,set_chain3|draw_chain2|hot2x1|vstrx3
Combined,2234,30.0,25.5,17.0,3,2,0,1,0,0,0,3,0,6,straight|cov1|hp_repeat2|hot2|vtrac_straight|set_chain3|draw_chain2;straight|cov2|hp_repeat2|vstr2|set_chain3,set_chain3|draw_chain2|hot2x1|vstrx3
Combined,088,13.0,25.5,16.0,1,3,1,1,2,0,0,3,3,3,straight|cov2|vstr2|hot2|double_mirror|vtrac_straight|draw_chain2;straight|cov1|hot1|double_mirror|vtrac_straight|draw_chain2,draw_chain3|col1x2|hot1x1|hot2x1|vstrx3|dblmirrorx3
Combined,448,34.0,25.5,15.5,1,3,3,0,0,0,0,3,8,8,straight|cov1|hp_repeat4|hot1|hidden3v|double_mirror|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|hot1|hidden3v|double_mirror|vtrac_straight|draw_chain3,draw_chain3|hot1x3|vstrx3|dblmirrorx8
Combined,678,21.0,25.5,15.5,1,4,1,2,0,0,0,6,0,8,straight|cov1|hp_repeat3|hot2|hidden3v|vtrac_straight|draw_chain4;straight|cov1|hp_repeat2|hot2|hidden3v|vtrac_straight|draw_chain4,draw_chain4|hot1x1|hot2x2|vstrx6
Combined,00224559,12.0,25.0,23.0,2,0,0,0,0,0,0,0,0,5,boxed|cov4|hp_repeat3|mirror|perm4|set_chain2;boxed|cov3|hp_repeat2|mirror|perm3|set_chain2,set_chain2
Combined,249,31.0,25.0,15.0,1,5,1,1,3,0,0,3,0,5,straight|cov1|mirror|hot2|vtrac_straight|draw_chain3;straight|cov2|vstr2|mirror|draw_chain3,draw_chain5|col1x3|hot1x1|hot2x1|vstrx3
Combined,0224,12.0,24.5,16.0,3,3,0,1,0,0,0,2,0,8,straight|cov1|hot2|vtrac_straight|set_chain3|draw_chain2;straight|cov1|vtrac_straight|set_chain3|draw_chain2,set_chain3|draw_chain3|hot2x1|vstrx2
Combined,034,14.0,24.5,14.5,2,3,1,1,2,0,0,3,0,4,straight|cov1|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain3;straight|cov1|hot1|hidden3v|vtrac_straight|set_chain2|draw_chain3,set_chain2|draw_chain3|col1x2|hot1x1|hot2x1|vstrx3
Combined,2244,28.0,24.0,23.0,1,1,0,0,0,0,0,1,0,1,straight|cov3|vstr2|vstr3|single_left|vtrac_straight,draw_chain1|vstrx1
Combined,168,18.0,24.0,18.5,1,3,4,0,0,0,0,0,0,10,boxed|cov3|hp_repeat4|vstr2|mirror|hot1|perm2|hidden3v|draw_chain3;boxed|cov3|hp_repeat4|vstr2|mirror|hot1|perm2|hidden3v|draw_chain3,draw_chain3|hot1x4
Combined,03688,8.0,24.0,16.0,1,4,1,1,2,0,0,2,0,6,boxed|cov2|hp_repeat2|mirror|hot2|perm2|draw_chain4;boxed|cov2|hp_repeat2|mirror|hot1|perm2|draw_chain4,draw_chain4|col1x2|hot1x1|hot2x1|vstrx2
Combined,22559,12.0,23.5,19.0,3,1,0,0,0,0,0,0,0,6,boxed|cov3|hp_repeat3|vstr2|perm2|set_chain3;boxed|cov3|hp_repeat2|vstr2|perm2|set_chain3,set_chain3|draw_chain1
Combined,03488,14.0,23.5,15.5,1,3,1,1,2,0,0,3,0,3,straight|cov1|mirror|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|mirror|hot1|hidden3v|vtrac_straight|draw_chain3,draw_chain3|col1x2|hot1x1|hot2x1|vstrx3
Combined,025,3.0,23.5,15.0,3,3,3,0,0,0,0,0,0,5,boxed|cov2|mirror|hot1|perm2|set_chain3|draw_chain3;boxed|cov2|mirror|perm2|set_chain3|draw_chain3,set_chain3|draw_chain3|hot1x3
Combined,2349,30.0,23.5,15.0,1,3,1,1,3,0,0,2,0,3,boxed|cov2|mirror|hot2|perm2|draw_chain3;straight|cov1|mirror|hot1|vtrac_straight|draw_chain3,draw_chain3|col1x3|hot1x1|hot2x1|vstrx2
Combined,0388,13.0,23.5,15.0,1,3,1,1,2,0,0,4,0,4,straight|cov1|hp_repeat2|mirror|hot1|vtrac_straight|draw_chain3;straight|cov1|mirror|hot2|vtrac_straight|draw_chain3,draw_chain3|col1x2|hot1x1|hot2x1|vstrx4
Combined,002455,12.0,23.0,20.0,2,0,1,0,0,0,0,0,0,2,boxed|cov4|mirror|hot1|perm4|set_chain2;boxed|cov3|mirror|perm3|set_chain2,set_chain2|hot1x1
Combined,2559,12.0,23.0,18.0,3,2,0,0,0,0,0,0,0,8,boxed|cov3|hp_repeat3|vstr2|perm2|set_chain3;boxed|cov3|hp_repeat2|vstr2|perm2|set_chain3|draw_chain2,set_chain3|draw_chain2
Combined,0168,8.0,23.0,18.0,1,3,3,0,0,0,0,1,0,5,boxed|cov3|hp_repeat3|vstr2|mirror|hot1|perm2|draw_chain3;straight|cov2|vstr2|mirror|hot1|vtrac_straight|draw_chain3,draw_chain3|hot1x3|vstrx1
Combined,118,18.0,23.0,17.5,1,3,1,0,0,0,0,0,6,6,boxed|cov3|hp_repeat3|vstr2|hot1|perm2|hidden3v|double_mirror|draw_chain3;boxed|cov3|hp_repeat3|vstr2|perm2|hidden3v|double_mirror|draw_chain3,draw_chain3|hot1x1|dblmirrorx6
Combined,0055,1.0,23.0,17.0,3,2,1,0,0,0,0,0,0,10,boxed|cov2|hp_repeat4|mirror|hot1|perm2|set_chain3;straight|cov1|hp_repeat4|mirror|set_chain3,set_chain3|draw_chain2|hot1x1
Combined,077,10.0,23.0,17.0,2,2,0,0,0,0,0,2,4,4,straight|cov2|hp_repeat2|vstr2|double_mirror|vtrac_straight|set_chain2|draw_chain2;straight|cov2|vstr2|double_mirror|vtrac_straight|set_chain2|draw_chain2,set_chain2|draw_chain2|vstrx2|dblmirrorx4
Combined,099,15.0,23.0,16.5,1,3,1,0,2,0,0,0,4,4,boxed|cov3|hp_repeat2|vstr2|hot1|perm2|hidden3v|double_mirror|draw_chain2;boxed|cov3|hp_repeat2|vstr2|perm2|hidden3v|double_mirror|draw_chain2,draw_chain3|col1x2|hot1x1|dblmirrorx4
Combined,259,12.0,23.0,16.0,3,3,0,0,1,0,0,1,0,8,straight|cov2|hp_repeat3|vstr2|set_chain3;straight|cov2|hp_repeat2|vstr2|set_chain3,set_chain3|draw_chain3|col1x1|vstrx1
Combined,234,30.0,23.0,14.0,1,4,1,1,3,0,0,2,0,4,boxed|cov2|hot2|perm2|draw_chain4;straight|cov1|hot1|vtrac_straight|draw_chain4,draw_chain4|col1x3|hot1x1|hot2x1|vstrx2
Combined,002249,12.0,22.5,17.0,3,2,0,0,0,0,0,1,0,7,boxed|cov2|hp_repeat3|mirror|perm2|set_chain3;straight|cov1|hp_repeat3|mirror|set_chain3,set_chain3|draw_chain2|vstrx1
Combined,011,6.0,22.5,17.0,1,3,1,0,0,0,0,0,6,6,boxed|cov3|hp_repeat3|vstr2|hot1|perm2|double_mirror|draw_chain3;boxed|cov3|hp_repeat3|vstr2|perm2|double_mirror|draw_chain3,draw_chain3|hot1x1|dblmirrorx6
Combined,0024,12.0,22.5,16.0,3,2,1,0,0,0,0,1,0,10,boxed|cov2|hp_repeat4|hot1|perm2|set_chain3;straight|cov1|hp_repeat4|set_chain3,set_chain3|draw_chain2|hot1x1|vstrx1
Combined,002559,12.0,22.0,17.0,3,2,0,0,0,0,0,0,0,7,boxed|cov2|hp_repeat3|mirror|perm2|set_chain3;straight|cov1|hp_repeat3|mirror|set_chain3,set_chain3|draw_chain2
Combined,0024559,12.0,22.0,17.0,3,2,0,0,0,0,0,0,0,4,boxed|cov2|mirror|perm2|set_chain3|draw_chain2;straight|cov1|mirror|set_chain3|draw_chain2,set_chain3|draw_chain2
Combined,001,2.0,22.0,16.0,2,2,0,0,0,0,0,0,6,6,boxed|cov3|hp_repeat3|vstr2|perm2|double_mirror|set_chain2;boxed|cov3|hp_repeat3|vstr2|perm2|double_mirror|set_chain2,set_chain2|draw_chain2|dblmirrorx6
Combined,2389,30.0,22.0,16.0,2,1,0,1,1,0,0,1,0,2,straight|cov1|mirror|hot2|vtrac_straight|set_chain2;straight|cov1|mirror|set_chain2,set_chain2|draw_chain1|col1x1|hot2x1|vstrx1
Combined,0144,9.0,22.0,15.0,1,4,3,0,0,0,0,4,0,9,straight|cov1|hp_repeat3|hot1|vtrac_straight|draw_chain4;straight|cov1|hp_repeat3|hot1|vtrac_straight|draw_chain4,draw_chain4|hot1x3|vstrx4
Combined,5599,5.0,21.5,21.0,1,1,0,0,0,0,0,0,0,1,straight|cov3|vstr2|vstr3|single_left,draw_chain1
Combined,36788,21.0,21.5,16.5,1,3,0,1,0,0,0,3,0,4,straight|cov1|hp_repeat2|mirror|hot2|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hp_repeat2|mirror|hidden3v|vtrac_straight|draw_chain3,draw_chain3|hot2x1|vstrx3
Combined,368899,24.0,21.5,16.0,1,2,1,0,2,0,0,3,0,3,straight|cov1|hp_repeat2|mirror|hot1|vtrac_straight|draw_chain2;straight|cov1|hp_repeat2|mirror|vtrac_straight|draw_chain2,draw_chain2|col1x2|hot1x1|vstrx3
Combined,2446,22.0,21.5,15.5,1,3,3,0,0,0,0,3,0,9,straight|cov1|hp_repeat4|hot1|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hp_repeat3|hot1|hidden3v|vtrac_straight|draw_chain3,draw_chain3|hot1x3|vstrx3
Combined,389,33.0,21.5,15.5,2,1,0,1,1,0,0,1,0,2,straight|cov1|mirror|hot2|hidden3v|vtrac_straight|set_chain2;straight|cov1|mirror|hidden3v|set_chain2,set_chain2|draw_chain1|col1x1|hot2x1|vstrx1
Combined,899,34.0,21.5,13.5,1,3,1,0,2,0,0,3,4,4,straight|cov1|hp_repeat2|hot1|hidden3v|double_mirror|vtrac_straight|draw_chain2;straight|cov1|hp_repeat2|hidden3v|double_mirror|vtrac_straight|draw_chain2,draw_chain3|col1x2|hot1x1|vstrx3|dblmirrorx4
Combined,012,7.0,21.5,13.0,2,2,5,0,0,0,0,1,0,6,straight|cov1|hp_repeat2|hot1|vtrac_straight|set_chain2|draw_chain2;boxed|cov2|hp_repeat3|hot1|perm2|set_chain2,set_chain2|draw_chain2|hot1x5|vstrx1
Combined,788,29.0,21.5,13.0,1,3,0,2,0,0,0,3,3,3,straight|cov1|hot2|double_mirror|vtrac_straight|draw_chain3;straight|cov1|hot2|double_mirror|vtrac_straight|draw_chain3,draw_chain3|hot2x2|vstrx3|dblmirrorx3
Combined,069,9.0,21.5,13.0,1,3,1,1,2,0,0,4,0,4,straight|cov1|hp_repeat2|hot2|vtrac_straight|draw_chain3;straight|cov1|hot1|vtrac_straight|draw_chain3,draw_chain3|col1x2|hot1x1|hot2x1|vstrx4
Combined,224559,12.0,21.0,19.0,2,0,0,0,0,0,0,0,0,5,boxed|cov3|hp_repeat3|vstr2|mirror|perm2|set_chain2;boxed|cov3|hp_repeat2|vstr2|mirror|perm2|set_chain2,set_chain2
Combined,0224559,12.0,21.0,19.0,2,0,0,0,0,0,0,0,0,5,boxed|cov3|hp_repeat3|mirror|perm3|set_chain2;straight|cov1|hp_repeat3|mirror|set_chain2,set_chain2
Combined,668,18.0,21.0,16.5,1,3,0,0,1,0,0,0,4,4,boxed|cov4|hp_repeat2|vstr2|perm2|hidden3v|double_mirror|draw_chain2;boxed|cov4|hp_repeat2|vstr2|perm2|hidden3v|double_mirror|draw_chain2,draw_chain3|col1x1|dblmirrorx4
Combined,223688,21.0,21.0,16.5,1,2,0,1,0,0,0,3,0,3,straight|cov1|hp_repeat2|mirror|hot2|hidden3v|vtrac_straight|draw_chain2;straight|cov1|hp_repeat2|mirror|hidden3v|vtrac_straight|draw_chain2,draw_chain2|hot2x1|vstrx3
Combined,00559,5.0,21.0,16.0,3,2,0,0,0,0,0,0,0,8,boxed|cov2|hp_repeat3|mirror|perm2|set_chain3;boxed|cov2|hp_repeat3|mirror|perm2|set_chain3,set_chain3|draw_chain2
Combined,02559,12.0,21.0,16.0,3,2,0,0,0,0,0,0,0,7,boxed|cov2|hp_repeat3|mirror|perm2|set_chain3;straight|cov1|hp_repeat3|mirror|set_chain3,set_chain3|draw_chain2
Combined,38899,33.0,21.0,15.5,1,2,1,0,2,0,0,3,0,3,straight|cov1|hp_repeat2|mirror|hot1|hidden3v|vtrac_straight|draw_chain2;straight|cov1|hp_repeat2|mirror|hidden3v|vtrac_straight|draw_chain2,draw_chain2|col1x2|hot1x1|vstrx3
Combined,1268,21.0,21.0,14.5,1,3,4,0,0,0,0,2,0,5,straight|cov1|hp_repeat2|mirror|hot1|hidden3v|vtrac_straight|draw_chain3;straight|cov1|hp_repeat2|mirror|hot1|hidden3v|vtrac_straight|draw_chain3,draw_chain3|hot1x4|vstrx2
Combined,6788,21.0,21.0,14.5,1,3,0,2,0,0,0,2,0,6,boxed|cov2|hp_repeat3|hot2|perm2|hidden3v|draw_chain3;straight|cov1|hp_repeat3|hidden3v|vtrac_straight|draw_chain3,draw_chain3|hot2x2|vstrx2
